Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike,pickup_hex8,destination_hex8,pickup_hex8_lat,pickup_hex8_lon,destination_hex8_lat,destination_hex8_lon,pickup_area_name,dropoff_area_name
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Fakirapool,"23.732659171031635, 90.41697754122195",11.62,11.58,,,883cf10c33fffff,883cf17657fffff,23.75457187632501,90.34084650896293,23.72993788598881,90.42067468476998,"Bosila Garden City, Mohammadpur","Arambagh, Motijheel"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Farmgate,"23.756173521829375, 90.38704401820739",6.91,6.87,,,883cf10c33fffff,883cf10cbdfffff,23.75457187632501,90.34084650896293,23.753157519825887,90.3886449653357,"Bosila Garden City, Mohammadpur","Green Road, Panthapath"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Gulshan 2,"23.79478879910383, 90.41424260763533",13.69,13.65,,,883cf10c33fffff,883cf13b21fffff,23.75457187632501,90.34084650896293,23.797015608806998,90.41063144219832,"Bosila Garden City, Mohammadpur","Gulshan 2, Gulshan"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Karwan Bazar,"23.75238303755729, 90.39412694572513",7.75,7.7,,,883cf10c33fffff,883cf10cb1fffff,23.75457187632501,90.34084650896293,23.75287285552909,90.39820550000373,"Bosila Garden City, Mohammadpur","Kawran Bazar, Tejgaon"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Linked Road,"23.74588618408847, 90.39368209492494",8.67,8.63,,,883cf10c33fffff,883cf10cb5fffff,23.75457187632501,90.34084650896293,23.745609136563264,90.39294814480824,"Bosila Garden City, Mohammadpur","Paribagh, Shahbagh"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",10.16,10.12,,,883cf10c33fffff,883cf10c99fffff,23.75457187632501,90.34084650896293,23.782492961011723,90.40011446771334,"Bosila Garden City, Mohammadpur","Block L, Banani"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Osmani Udyan,"23.726089169424984, 90.40874238698586",11.82,11.78,,,883cf10c33fffff,883cf17609fffff,23.75457187632501,90.34084650896293,23.72295970521749,90.40585672411808,"Bosila Garden City, Mohammadpur","Siddique Bazar, Bangshal"
Chandrima Model Town,"23.755862234916634, 90.33788067958173",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",5.61,5.6,,,883cf10c33fffff,883cf10c89fffff,23.75457187632501,90.34084650896293,23.775798383977737,90.37573446836544,"Bosila Garden City, Mohammadpur","Agargaon, Sher-E-Bangla Nagar"
Chandrima Udyan,"23.766853501013795, 90.37808615074623",Dhaka University,"23.73409560015957, 90.39294665259638",5.69,5.69,,,883cf10c81fffff,883cf17641fffff,23.76825214382418,90.38003812707464,23.730795504536182,90.39199411325372,"Chandrima Udyan, Sangsad Bhaban","Dhaka University, Shahbagh"
Chandrima Udyan,"23.766853501013795, 90.37808615074623",Gulshan 1,"23.782041809012444, 90.41583890444907",5.69,5.69,,,883cf10c81fffff,883cf1394dfffff,23.76825214382418,90.38003812707464,23.781922670213092,90.41923841308096,"Chandrima Udyan, Sangsad Bhaban","Gulshan 1, Gulshan"
Chandrima Udyan,"23.766853501013795, 90.37808615074623",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",3.97,3.97,,,883cf10c81fffff,883cf10c99fffff,23.76825214382418,90.38003812707464,23.782492961011723,90.40011446771334,"Chandrima Udyan, Sangsad Bhaban","Block L, Banani"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",4.82,4.82,,,883cf17643fffff,883cf10ca1fffff,23.73051022896751,90.40155402423903,23.74617747845789,90.37382814567574,"High-court Area, Shahbagh","Residential Area, Dhanmondi"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",3.39,3.39,,,883cf17643fffff,883cf10ca7fffff,23.73051022896751,90.40155402423903,23.738629187547115,90.37813139390512,"High-court Area, Shahbagh","Residential Area, Dhanmondi"
Curzon Hall,"23.72754625142948, 90.40189379492435",DIT Project,"23.773401431652626, 90.42539669118638",6.41,6.41,,,883cf17643fffff,883cf13945fffff,23.73051022896751,90.40155402423903,23.774375128911405,90.42354165830746,"High-court Area, Shahbagh","South Badda, Badda"
Curzon Hall,"23.72754625142948, 90.40189379492435",East Rampura,"23.760466063044532, 90.42019006001247",5.18,5.18,,,883cf17643fffff,883cf13961fffff,23.73051022896751,90.40155402423903,23.75956455674625,90.42258590147064,"High-court Area, Shahbagh","East Rampura, Rampura"
Curzon Hall,"23.72754625142948, 90.40189379492435",East West University,"23.768805486749752, 90.42546167958218",7.9,7.9,,,883cf17643fffff,883cf1396bfffff,23.73051022896751,90.40155402423903,23.766826873327872,90.42784474333791,"High-court Area, Shahbagh","Block B, Aftabnagar"
Curzon Hall,"23.72754625142948, 90.40189379492435",Evercare Hospital,"23.810482241984165, 90.43129699095799",16.78,16.78,,,883cf17643fffff,883cf13b39fffff,23.73051022896751,90.40155402423903,23.811250597369582,90.43071322327503,"High-court Area, Shahbagh","Block E, Bashundhara R/A"
Curzon Hall,"23.72754625142948, 90.40189379492435",Farmgate,"23.756173521829375, 90.38704401820739",4.65,4.65,,,883cf17643fffff,883cf10cbdfffff,23.73051022896751,90.40155402423903,23.753157519825887,90.3886449653357,"High-court Area, Shahbagh","Green Road, Panthapath"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gabtoli,"23.78375365953661, 90.34394491819548",12.21,12.21,,,883cf17643fffff,883cf10c1bfffff,23.73051022896751,90.40155402423903,23.78418947258472,90.3427493651436,"High-court Area, Shahbagh","Bagbari, Gabtoli"
Curzon Hall,"23.72754625142948, 90.40189379492435",Golapbagh,"23.718521712715287, 90.42874810241406",4.26,4.26,,,883cf17643fffff,883cf17615fffff,23.73051022896751,90.40155402423903,23.71483451582931,90.42927946437668,"High-court Area, Shahbagh","Brammonchiron, Sayedabad"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gulshan 1,"23.782041809012444, 90.41583890444907",8.41,8.41,,,883cf17643fffff,883cf1394dfffff,23.73051022896751,90.40155402423903,23.781922670213092,90.41923841308096,"High-court Area, Shahbagh","Gulshan 1, Gulshan"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jagannath University,"23.708881117200264, 90.41038871597911",3.74,3.74,,,883cf17643fffff,883cf17607fffff,23.73051022896751,90.40155402423903,23.707856519272116,90.41446164400531,"High-court Area, Shahbagh","Laxmibazar, Sutrapur"
Curzon Hall,"23.72754625142948, 90.40189379492435",Japan Garden City,"23.764672297272995, 90.35849825973594",8.17,8.17,,,883cf17643fffff,883cf10ce1fffff,23.73051022896751,90.40155402423903,23.76155438552596,90.35566136491688,"High-court Area, Shahbagh","Mohammadia Housing Limited, Mohammadpur"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kamal Ataturk,"23.794078210371698, 90.40521536212151",10.22,10.22,,,883cf17643fffff,883cf13b25fffff,23.73051022896751,90.40155402423903,23.78975453851014,90.40537278031884,"High-court Area, Shahbagh","Block G, Banani"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kuril,"23.819103914136477, 90.42182338455416",14.66,14.66,,,883cf17643fffff,883cf13b03fffff,23.73051022896751,90.40155402423903,23.81879577278778,90.42640952294214,"High-court Area, Shahbagh","Block C, Bashundhara R/A"
Curzon Hall,"23.72754625142948, 90.40189379492435",Malibagh,"23.748206666885658, 90.41264211577844",3.74,3.74,,,883cf17643fffff,883cf17659fffff,23.73051022896751,90.40155402423903,23.74503840440612,90.41206926469968,"High-court Area, Shahbagh","Mouchak Market, Malibagh"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohakhali,"23.777854677596434, 90.40604839490996",7.0,7.0,,,883cf17643fffff,883cf10c91fffff,23.73051022896751,90.40155402423903,23.774946225704827,90.40441794294416,"High-court Area, Shahbagh","Dakkhinpara, Mohakhali"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",7.63,7.63,,,883cf17643fffff,883cf10c99fffff,23.73051022896751,90.40155402423903,23.782492961011723,90.40011446771334,"High-court Area, Shahbagh","Block L, Banani"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nakhalpara,"23.770702222003415, 90.39587895540527",5.87,5.87,,,883cf17643fffff,883cf10c95fffff,23.73051022896751,90.40155402423903,23.76768382991121,90.39915993441797,"High-court Area, Shahbagh","East Nakhalpara, Tejgaon"
Curzon Hall,"23.72754625142948, 90.40189379492435",Niketan,"23.773793555853857, 90.41078375783205",6.78,6.78,,,883cf17643fffff,883cf10c93fffff,23.73051022896751,90.40155402423903,23.774660976459952,90.41397966107492,"High-court Area, Shahbagh","Gulshan 1, Gulshan"
Curzon Hall,"23.72754625142948, 90.40189379492435",Satrasta,"23.75768943973771, 90.39889324889458",4.53,4.53,,,883cf17643fffff,883cf10cbbfffff,23.73051022896751,90.40155402423903,23.76013606874753,90.40346320448252,"High-court Area, Shahbagh","Industrial Area, Tejgaon"
Curzon Hall,"23.72754625142948, 90.40189379492435",Shahjadpur,"23.791699886032266, 90.42491413547074",10.41,10.41,,,883cf17643fffff,883cf13949fffff,23.73051022896751,90.40155402423903,23.789183856737147,90.42449751415508,"High-court Area, Shahbagh","North Badda, Badda"
Curzon Hall,"23.72754625142948, 90.40189379492435",Shishu Hospital,"23.774720021541565, 90.3696989138121",9.9,9.9,,,883cf17643fffff,883cf10cc7fffff,23.73051022896751,90.40155402423903,23.77608124036896,90.36617387184424,"High-court Area, Shahbagh","Shyamoli, Mohammadpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",2.79,2.79,,,883cf17649fffff,883cf10ca9fffff,23.73834491222074,90.3876911389497,23.753725055313375,90.36952473783344,"Elephant Road, New Market","Block D, Lalmatia"
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",2.07,2.07,,,883cf17649fffff,883cf10ca1fffff,23.73834491222074,90.3876911389497,23.74617747845789,90.37382814567574,"Elephant Road, New Market","Residential Area, Dhanmondi"
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928",2.58,2.58,,,883cf17649fffff,883cf10c85fffff,23.73834491222074,90.3876911389497,23.76098885232925,90.37478125764486,"Elephant Road, New Market","Bangladesh National Parliament, Sher-E-Bangla Nagar"
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",0.86,0.86,,,883cf17649fffff,883cf10ca3fffff,23.73834491222074,90.3876911389497,23.745893606275327,90.3833880048871,"Elephant Road, New Market","Residential Area, Dhanmondi"
Dhaka College,"23.735731619622754, 90.38374921026826",DIT Project,"23.773401431652626, 90.42539669118638",7.13,7.13,,,883cf17649fffff,883cf13945fffff,23.73834491222074,90.3876911389497,23.774375128911405,90.42354165830746,"Elephant Road, New Market","South Badda, Badda"
Dhaka College,"23.735731619622754, 90.38374921026826",Donia,"23.70373276674018, 90.44888702333212",8.31,8.36,,,883cf17649fffff,883cf176e5fffff,23.73834491222074,90.3876911389497,23.69943962046722,90.44744388958888,"Elephant Road, New Market","Doniya, Jatrabari"
Dhaka College,"23.735731619622754, 90.38374921026826",East Rampura,"23.760466063044532, 90.42019006001247",5.9,5.9,,,883cf17649fffff,883cf13961fffff,23.73834491222074,90.3876911389497,23.75956455674625,90.42258590147064,"Elephant Road, New Market","East Rampura, Rampura"
Dhaka College,"23.735731619622754, 90.38374921026826",East West University,"23.768805486749752, 90.42546167958218",8.61,8.61,,,883cf17649fffff,883cf1396bfffff,23.73834491222074,90.3876911389497,23.766826873327872,90.42784474333791,"Elephant Road, New Market","Block B, Aftabnagar"
Dhaka College,"23.735731619622754, 90.38374921026826",New Eskaton,"23.74718832521819, 90.39926359648726",6.07,6.07,,,883cf17649fffff,883cf10cb7fffff,23.73834491222074,90.3876911389497,23.74532406928553,90.4025085649191,"Elephant Road, New Market","Eskaton Garden Road, Ramna"
Dhaka College,"23.735731619622754, 90.38374921026826",Evercare Hospital,"23.810482241984165, 90.43129699095799",15.46,15.46,,,883cf17649fffff,883cf13b39fffff,23.73834491222074,90.3876911389497,23.811250597369582,90.43071322327503,"Elephant Road, New Market","Block E, Bashundhara R/A"
Dhaka College,"23.735731619622754, 90.38374921026826",Fakirapool,"23.732659171031635, 90.41697754122195",4.87,4.87,,,883cf17649fffff,883cf17657fffff,23.73834491222074,90.3876911389497,23.72993788598881,90.42067468476998,"Elephant Road, New Market","Arambagh, Motijheel"
Dhaka College,"23.735731619622754, 90.38374921026826",Farmgate,"23.756173521829375, 90.38704401820739",2.85,2.85,,,883cf17649fffff,883cf10cbdfffff,23.73834491222074,90.3876911389497,23.753157519825887,90.3886449653357,"Elephant Road, New Market","Green Road, Panthapath"
Dhaka College,"23.735731619622754, 90.38374921026826",Gabtoli,"23.78375365953661, 90.34394491819548",8.48,8.48,,,883cf17649fffff,883cf10c1bfffff,23.73834491222074,90.3876911389497,23.78418947258472,90.3427493651436,"Elephant Road, New Market","Bagbari, Gabtoli"
Dhaka College,"23.735731619622754, 90.38374921026826",Golapbagh,"23.718521712715287, 90.42874810241406",6.34,6.34,,,883cf17649fffff,883cf17615fffff,23.73834491222074,90.3876911389497,23.71483451582931,90.42927946437668,"Elephant Road, New Market","Brammonchiron, Sayedabad"
Dhaka College,"23.735731619622754, 90.38374921026826",Gulshan 1,"23.782041809012444, 90.41583890444907",7.84,7.84,,,883cf17649fffff,883cf1394dfffff,23.73834491222074,90.3876911389497,23.781922670213092,90.41923841308096,"Elephant Road, New Market","Gulshan 1, Gulshan"
Dhaka College,"23.735731619622754, 90.38374921026826",Gulshan 2,"23.79478879910383, 90.41424260763533",9.98,9.98,,,883cf17649fffff,883cf13b21fffff,23.73834491222074,90.3876911389497,23.797015608806998,90.41063144219832,"Elephant Road, New Market","Gulshan 2, Gulshan"
Dhaka College,"23.735731619622754, 90.38374921026826",Hatirjheel,"23.76902204182111, 90.42262363725398",7.77,7.77,,,883cf17649fffff,883cf13969fffff,23.73834491222074,90.3876911389497,23.767113123665496,90.41828286133764,"Elephant Road, New Market","Ulon, Rampura"
Dhaka College,"23.735731619622754, 90.38374921026826",High Court area,"23.73090866273321, 90.40338923639176",2.7,2.7,,,883cf17649fffff,883cf17643fffff,23.73834491222074,90.3876911389497,23.73051022896751,90.40155402423903,"Elephant Road, New Market","High-court Area, Shahbagh"
Dhaka College,"23.735731619622754, 90.38374921026826",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",13.34,13.34,,,883cf17649fffff,883cf13b0bfffff,23.73834491222074,90.3876911389497,23.826340232581625,90.42210566233308,"Elephant Road, New Market","Beparipara, Khilkhet"
Dhaka College,"23.735731619622754, 90.38374921026826",Islampur,"23.71111601031198, 90.4054698660879",4.55,4.55,,,883cf17649fffff,883cf17605fffff,23.73834491222074,90.3876911389497,23.70814300261903,90.40490207721804,"Elephant Road, New Market","Islampur, Sadarghat"
Dhaka College,"23.735731619622754, 90.38374921026826",Ittefaq Mor,"23.721547707395114, 90.42111636584217",5.7,5.7,,,883cf17649fffff,883cf1761dfffff,23.73834491222074,90.3876911389497,23.722386557230863,90.42497715465107,"Elephant Road, New Market","Gopibag, Tikatuli"
Dhaka College,"23.735731619622754, 90.38374921026826",Jagannath University,"23.708881117200264, 90.41038871597911",5.39,5.39,,,883cf17649fffff,883cf17607fffff,23.73834491222074,90.3876911389497,23.707856519272116,90.41446164400531,"Elephant Road, New Market","Laxmibazar, Sutrapur"
Dhaka College,"23.735731619622754, 90.38374921026826",Jamuna Future Park,"23.81379627952912, 90.42422856609141",14.18,14.18,,,883cf17649fffff,883cf13b07fffff,23.73834491222074,90.3876911389497,23.811536226315752,90.42114981356382,"Elephant Road, New Market","Nadda, Kalachandpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Japan Garden City,"23.764672297272995, 90.35849825973594",5.08,5.08,,,883cf17649fffff,883cf10ce1fffff,23.73834491222074,90.3876911389497,23.76155438552596,90.35566136491688,"Elephant Road, New Market","Mohammadia Housing Limited, Mohammadpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Jatrabari,"23.711063418981738, 90.43385801072442",6.59,6.72,,,883cf17649fffff,883cf1763bfffff,23.73834491222074,90.3876911389497,23.70728176207628,90.43358161390722,"Elephant Road, New Market","West Jatrabari, Jatrabari"
Dhaka College,"23.735731619622754, 90.38374921026826",Joar Shahara,"23.816926903931567, 90.41893947305115",13.56,13.56,,,883cf17649fffff,883cf13b01fffff,23.73834491222074,90.3876911389497,23.81908099858621,90.41684599788942,"Elephant Road, New Market","Joar Shahara, Kuril"
Dhaka College,"23.735731619622754, 90.38374921026826",Kakrail,"23.7387925105459, 90.40645995663675",3.45,3.5,,,883cf17649fffff,883cf1765dfffff,23.73834491222074,90.3876911389497,23.73777456938876,90.40681146990369,"Elephant Road, New Market","Kakrail, Ramna"
Dhaka College,"23.735731619622754, 90.38374921026826",Kallyanpur,"23.782258253681352, 90.35961198040336",7.07,6.7,,,883cf17649fffff,883cf10cc1fffff,23.73834491222074,90.3876911389497,23.783626361906396,90.36186993958376,"Elephant Road, New Market","Kallyanpur, Mirpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Kamal Ataturk,"23.794078210371698, 90.40521536212151",8.9,8.9,,,883cf17649fffff,883cf13b25fffff,23.73834491222074,90.3876911389497,23.78975453851014,90.40537278031884,"Elephant Road, New Market","Block G, Banani"
Dhaka College,"23.735731619622754, 90.38374921026826",Kamalapur,"23.733821343489772, 90.42606349885396",6.42,6.42,,,883cf17649fffff,883cf17653fffff,23.73834491222074,90.3876911389497,23.737201836744653,90.42593291854362,"Elephant Road, New Market","Railway Station, Kamalapur"
Dhaka College,"23.735731619622754, 90.38374921026826",Kazipara,"23.80025882562028, 90.37172893669218",8.23,8.23,,,883cf17649fffff,883cf10eb7fffff,23.73834491222074,90.3876911389497,23.79815056996742,90.37238375418475,"Elephant Road, New Market","West Kazipara, Mirpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Khilgaon,"23.75084886751309, 90.42072538370277",6.04,6.04,,,883cf17649fffff,883cf13965fffff,23.73834491222074,90.3876911389497,23.752301733648824,90.41732740857326,"Elephant Road, New Market","Chowdhury Para, Malibagh"
Dhaka College,"23.735731619622754, 90.38374921026826",Kuril,"23.819103914136477, 90.42182338455416",13.35,13.35,,,883cf17649fffff,883cf13b03fffff,23.73834491222074,90.3876911389497,23.81879577278778,90.42640952294214,"Elephant Road, New Market","Block C, Bashundhara R/A"
Dhaka College,"23.735731619622754, 90.38374921026826",Kurmitola,"23.849581476455512, 90.40692877671945",15.46,15.46,,,883cf17649fffff,883cf105b7fffff,23.73834491222074,90.3876911389497,23.84896931531486,90.4091931192449,"Elephant Road, New Market","Hazrat Shahjalal International Airport, Kurmitola"
Dhaka College,"23.735731619622754, 90.38374921026826",Le Meridian,"23.836505783720128, 90.41820316827958",13.21,13.21,,,883cf17649fffff,883cf13b55fffff,23.73834491222074,90.3876911389497,23.833883976460815,90.41780164148742,"Elephant Road, New Market","Nikunja 2, Nikunja"
Dhaka College,"23.735731619622754, 90.38374921026826",Madani Avenue,"23.796522119458537, 90.41892630380953",10.49,10.49,,,883cf17649fffff,883cf13b23fffff,23.73834491222074,90.3876911389497,23.796730371644948,90.42019406381806,"Elephant Road, New Market","Madani Avenue Baridhara, Notun Bazar"
Dhaka College,"23.735731619622754, 90.38374921026826",Malibagh,"23.748206666885658, 90.41264211577844",4.74,4.74,,,883cf17649fffff,883cf17659fffff,23.73834491222074,90.3876911389497,23.74503840440612,90.41206926469968,"Elephant Road, New Market","Mouchak Market, Malibagh"
Dhaka College,"23.735731619622754, 90.38374921026826",Mirpur 1,"23.799924575462516, 90.35540223205751",10.63,10.63,,,883cf17649fffff,883cf10ea3fffff,23.73834491222074,90.3876911389497,23.79871445856369,90.35326159654096,"Elephant Road, New Market","Block F, Mirpur 1"
Dhaka College,"23.735731619622754, 90.38374921026826",Mirpur 10,"23.80719467382045, 90.36908602159754",9.06,9.06,,,883cf17649fffff,883cf10eb1fffff,23.73834491222074,90.3876911389497,23.80569435248921,90.36807957086396,"Elephant Road, New Market","Folpotti, Mirpur 10"
Dhaka College,"23.735731619622754, 90.38374921026826",Mirpur 6,"23.813477192366605, 90.3627958992709",10.2,10.2,,,883cf17649fffff,883cf10eb9fffff,23.73834491222074,90.3876911389497,23.813237419031424,90.3637752279297,"Elephant Road, New Market","Block C, Mirpur 6"
Dhaka College,"23.735731619622754, 90.38374921026826",Moghbazar,"23.749429419450692, 90.40863148744401",3.58,3.58,,,883cf17649fffff,883cf10cb3fffff,23.73834491222074,90.3876911389497,23.75258759348207,90.40776631458964,"Elephant Road, New Market","Greenway, Moghbazar"
Dhaka College,"23.735731619622754, 90.38374921026826",Mohakhali,"23.777854677596434, 90.40604839490996",7.17,7.17,,,883cf17649fffff,883cf10c91fffff,23.73834491222074,90.3876911389497,23.774946225704827,90.40441794294416,"Elephant Road, New Market","Dakkhinpara, Mohakhali"
Dhaka College,"23.735731619622754, 90.38374921026826",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",6.32,6.32,,,883cf17649fffff,883cf10c99fffff,23.73834491222074,90.3876911389497,23.782492961011723,90.40011446771334,"Elephant Road, New Market","Block L, Banani"
Dhaka College,"23.735731619622754, 90.38374921026826",Mohammadpur,"23.7663733521534, 90.35838993349377",5.27,5.27,,,883cf17649fffff,883cf10cebfffff,23.73834491222074,90.3876911389497,23.768818065694155,90.36091744346868,"Elephant Road, New Market","Shyamoli, Mohammadpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Monipuripara,"23.761551705506246, 90.38597592588681",3.57,3.59,,,883cf17649fffff,883cf10c87fffff,23.73834491222074,90.3876911389497,23.760705189009908,90.38434162607795,"Elephant Road, New Market","Monipuripara, Tejgaon"
Dhaka College,"23.735731619622754, 90.38374921026826",Nabinagar Housing,"23.75914645303138, 90.34560142302898",5.83,5.83,,,883cf17649fffff,883cf10cedfffff,23.73834491222074,90.3876911389497,23.76183625547636,90.34610184166168,"Elephant Road, New Market","Nabi Nagar Housing, Mohammadpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Nakhalpara,"23.770702222003415, 90.39587895540527",5.95,5.95,,,883cf17649fffff,883cf10c95fffff,23.73834491222074,90.3876911389497,23.76768382991121,90.39915993441797,"Elephant Road, New Market","East Nakhalpara, Tejgaon"
Dhaka College,"23.735731619622754, 90.38374921026826",Narinda,"23.710683127844753, 90.4205271484302",5.83,5.83,,,883cf17649fffff,883cf17639fffff,23.73834491222074,90.3876911389497,23.707569439103068,90.42402148974176,"Elephant Road, New Market","Dhupkhola, Gendaria"
Dhaka College,"23.735731619622754, 90.38374921026826",National Parliament House,"23.781019112967787, 90.37248560043007",6.78,6.78,,,883cf17649fffff,883cf10cc3fffff,23.73834491222074,90.3876911389497,23.78334390917981,90.37143064999,"Elephant Road, New Market","West Agargaon, Mirpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Naya Paltan,"23.73459027801036, 90.41371487931436",4.89,4.89,,,883cf17649fffff,883cf17651fffff,23.73834491222074,90.3876911389497,23.737488501811157,90.41637205477298,"Elephant Road, New Market","Shantinagar, Kakrail"
Dhaka College,"23.735731619622754, 90.38374921026826",Nayabazar,"23.714576772747364, 90.40403403484302",4.69,4.11,,,883cf17649fffff,883cf1760dfffff,23.73834491222074,90.3876911389497,23.71569454944354,90.40059958242752,"Elephant Road, New Market","Armanitola, Bangshal"
Dhaka College,"23.735731619622754, 90.38374921026826",Niketan,"23.773793555853857, 90.41078375783205",6.95,6.95,,,883cf17649fffff,883cf10c93fffff,23.73834491222074,90.3876911389497,23.774660976459952,90.41397966107492,"Elephant Road, New Market","Gulshan 1, Gulshan"
Dhaka College,"23.735731619622754, 90.38374921026826",Noor jahan Road,"23.760621916497936, 90.36176280206402",4.74,4.23,,,883cf17649fffff,883cf10ce3fffff,23.73834491222074,90.3876911389497,23.76127191782245,90.36522117041784,"Elephant Road, New Market","Sher Shah Suri Road, Mohammadpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Osmani Udyan,"23.726089169424984, 90.40874238698586",3.66,3.66,,,883cf17649fffff,883cf17609fffff,23.73834491222074,90.3876911389497,23.72295970521749,90.40585672411808,"Elephant Road, New Market","Siddique Bazar, Bangshal"
Dhaka College,"23.735731619622754, 90.38374921026826",Paikpara,"23.788177611156954, 90.35952730098612",8.12,8.12,,,883cf17649fffff,883cf10cc9fffff,23.73834491222074,90.3876911389497,23.79117076806809,90.35756584780276,"Elephant Road, New Market","Middle Paikpara, Mirpur 1"
Dhaka College,"23.735731619622754, 90.38374921026826",Postogola,"23.693064987141877, 90.43013918400378",9.68,9.68,,,883cf17649fffff,883cf17637fffff,23.73834491222074,90.3876911389497,23.69246259962913,90.43262553904646,"Elephant Road, New Market","Postogola, Shyampur"
Dhaka College,"23.735731619622754, 90.38374921026826",Satrasta,"23.75768943973771, 90.39889324889458",3.96,3.96,,,883cf17649fffff,883cf10cbbfffff,23.73834491222074,90.3876911389497,23.76013606874753,90.40346320448252,"Elephant Road, New Market","Industrial Area, Tejgaon"
Dhaka College,"23.735731619622754, 90.38374921026826",Shahinbagh,"23.770207365917933, 90.39216831252685",5.43,4.68,,,883cf17649fffff,883cf10c83fffff,23.73834491222074,90.3876911389497,23.767968285891225,90.38959889053916,"Elephant Road, New Market","The Prime Minister's Office, Bijoy Sarani"
Dhaka College,"23.735731619622754, 90.38374921026826",Shahjadpur,"23.791699886032266, 90.42491413547074",12.24,12.24,,,883cf17649fffff,883cf13949fffff,23.73834491222074,90.3876911389497,23.789183856737147,90.42449751415508,"Elephant Road, New Market","North Badda, Badda"
Dhaka College,"23.735731619622754, 90.38374921026826",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",4.78,4.78,,,883cf17649fffff,883cf10c89fffff,23.73834491222074,90.3876911389497,23.775798383977737,90.37573446836544,"Elephant Road, New Market","Agargaon, Sher-E-Bangla Nagar"
Dhaka College,"23.735731619622754, 90.38374921026826",Shewrapara,"23.79094369753041, 90.37486012421229",7.19,7.19,,,883cf17649fffff,883cf10cddfffff,23.73834491222074,90.3876911389497,23.79060607175627,90.37668777785234,"Elephant Road, New Market","East Shewrapara, Mirpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Shishu Hospital,"23.774720021541565, 90.3696989138121",5.88,5.88,,,883cf17649fffff,883cf10cc7fffff,23.73834491222074,90.3876911389497,23.77608124036896,90.36617387184424,"Elephant Road, New Market","Shyamoli, Mohammadpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Sutrapur,"23.712143135744196, 90.41996290601092",5.75,5.81,,,883cf17649fffff,883cf17603fffff,23.73834491222074,90.3876911389497,23.71512179069552,90.41971922487646,"Elephant Road, New Market","Narinda, Wari"
Dhaka College,"23.735731619622754, 90.38374921026826",Technical,"23.78149787280003, 90.35246112771259",6.48,6.48,,,883cf17649fffff,883cf10ccdfffff,23.73834491222074,90.3876911389497,23.783908216362452,90.35230951112833,"Elephant Road, New Market","Darus Salam, Kallyanpur"
Dhaka College,"23.735731619622754, 90.38374921026826",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",3.24,3.24,,,883cf17649fffff,883cf10cb9fffff,23.73834491222074,90.3876911389497,23.76042092782806,90.39390227519722,"Elephant Road, New Market","Tejkunipara, Tejgaon"
