Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Kamal Ataturk,"23.794078210371698, 90.40521536212151",10.72,10.72,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Karwan Bazar,"23.75238303755729, 90.39412694572513",4.14,4.14,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Khilgaon,"23.75084886751309, 90.42072538370277",6.58,6.58,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Kuril,"23.819103914136477, 90.42182338455416",15.17,15.17,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Labaid Gulshan,"23.79568677446299, 90.41290757246027",11.06,11.06,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Lalmatia,"23.756310855321406, 90.36826726840225",5.13,5.13,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Linked Road,"23.74588618408847, 90.39368209492494",3.49,3.49,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Madani Avenue,"23.796522119458537, 90.41892630380953",11.57,11.57,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Malibagh,"23.748206666885658, 90.41264211577844",5.49,5.49,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Moghbazar,"23.749429419450692, 90.40863148744401",4.69,4.69,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Mohakhali,"23.777854677596434, 90.40604839490996",8.25,8.25,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.94,8.94,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",8.14,8.14,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",7.1,7.1,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Mohammadpur,"23.7663733521534, 90.35838993349377",7.02,7.02,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Motijheel,"23.73295803071134, 90.41707926909248",3.9,3.9,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Nabinagar Housing,"23.75914645303138, 90.34560142302898",7.58,7.58,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Nakhalpara,"23.770702222003415, 90.39587895540527",7.02,7.02,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Narinda,"23.710683127844753, 90.4205271484302",4.89,4.89,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",National Parliament House,"23.781019112967787, 90.37248560043007",8.6,8.6,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Niketan,"23.773793555853857, 90.41078375783205",8.03,8.03,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Noor jahan Road,"23.760621916497936, 90.36176280206402",6.49,5.98,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",North South University,"23.815277538796973, 90.42547076424017",16.8,16.8,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Notun Bazar,"23.79749348795045, 90.4237139801499",12.66,12.66,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Police Plaza,"23.774242477535278, 90.41598794811036",7.97,7.97,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Press Club,"23.709590036781186, 90.42796922218056",5.66,5.69,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Rayer bazar,"23.743521887504897, 90.36167622278728",5.22,5.22,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Sadarghat,"23.704920230821113, 90.41629392880428",4.5,4.5,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Satrasta,"23.75768943973771, 90.39889324889458",5.04,5.04,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",5.18,5.18,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shahidbagh,"23.742568085752026, 90.42000928276717",4.93,4.87,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shahjadpur,"23.791699886032266, 90.42491413547074",13.32,13.32,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shahjahanpur,"23.744426914931378, 90.42353959302136",5.24,5.15,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shankar,"23.750878640826883, 90.36846011026877",4.8,4.8,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shantibagh,"23.74526768465952, 90.41855520857388",4.98,6.13,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shapla Chattar,"23.726744038603808, 90.42164096026795",4.1,4.1,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shegunbagicha,"23.73366168283537, 90.40729600827689",2.91,2.91,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",6.53,6.53,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shishu Hospital,"23.774720021541565, 90.3696989138121",7.64,7.64,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shyamoli,"23.77090557917849, 90.36384806528564",6.67,6.67,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Shyamoli Square,"23.77483882749372, 90.36544631026956",6.52,6.52,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Square Hospital,"23.75311200932124, 90.381378314238",4.0,4.0,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",2.46,2.46,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Sutrapur,"23.712143135744196, 90.41996290601092",4.81,4.87,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Tajmahal Road,"23.76483026537131, 90.36213213725384",6.32,6.32,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",5.06,5.06,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Tejturi Bazar,"23.75623497189328, 90.39215451399026",5.3,5.3,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Town Hall,"23.759739816492644, 90.36581120314878",6.02,6.02,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",UIU,"23.798010494541813, 90.44969926609087",15.5,15.5,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Wapda,"23.724329299083337, 90.42172598970535",4.64,4.64,,
Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",Wari,"23.717804321750464, 90.41799751045865",4.91,4.99,,
Azampur,"23.867843070567336, 90.40013983176523",Badda,"23.780568079273614, 90.42649619466724",11.69,11.69,,
Azampur,"23.867843070567336, 90.40013983176523",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",18.36,18.36,,
Azampur,"23.867843070567336, 90.40013983176523",Baldha Garden,"23.716916774125067, 90.41941883725221",20.65,20.07,,
Azampur,"23.867843070567336, 90.40013983176523",Banani SuperMarket,"23.79350541605234, 90.40689722271105",11.92,11.92,,
Azampur,"23.867843070567336, 90.40013983176523",Banani Block J,"23.796668895469587, 90.40603147773179",11.71,11.71,,
Azampur,"23.867843070567336, 90.40013983176523",Banasree Block F,"23.760662289525275, 90.43894806423826",15.04,15.04,,
Azampur,"23.867843070567336, 90.40013983176523",Banasree Block H,"23.76056081478647, 90.44168161932465",15.49,15.49,,
Azampur,"23.867843070567336, 90.40013983176523",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024",18.48,18.48,,
Azampur,"23.867843070567336, 90.40013983176523",Baridhara DOHS,"23.813084105710036, 90.4129734607382",10.64,10.64,,
Azampur,"23.867843070567336, 90.40013983176523",Basabo,"23.74201426029004, 90.42840780452333",18.09,18.09,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block A,"23.811377299032795, 90.42833436467546",8.97,8.97,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block B,"23.81421995228443, 90.4275173084465",8.9,8.9,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block C,"23.81949603415762, 90.42738524683234",9.56,9.56,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block D,"23.815210726954167, 90.43302101821708",9.52,9.52,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block E,"23.81019793984092, 90.4327785621583",9.59,9.59,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block F,"23.821188569971465, 90.4332893983635",11.37,11.37,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block G,"23.825185513881646, 90.43336989142703",11.22,11.22,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Block I,"23.82042119889173, 90.43856529566207",11.23,11.23,,
Azampur,"23.867843070567336, 90.40013983176523",Bashundhara Gate,"23.811875111391196, 90.4214912547236",9.5,9.5,,
Azampur,"23.867843070567336, 90.40013983176523",Bijoynagar,"23.73469869947737, 90.41077232376051",17.4,17.4,,
Azampur,"23.867843070567336, 90.40013983176523",BNS,"23.871046444820042, 90.40003507958563",0.49,0.49,,
Azampur,"23.867843070567336, 90.40013983176523",Brac University,"23.773372892644524, 90.42482029492592",14.59,14.59,,
Azampur,"23.867843070567336, 90.40013983176523",Chairman Bari,"23.788615672371655, 90.40060816109144",11.87,11.87,,
Azampur,"23.867843070567336, 90.40013983176523",Chowdhuripara,"23.753676744513747, 90.41950780332495",15.08,15.08,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",19.17,19.17,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",19.04,19.04,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",18.72,18.72,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",18.01,18.01,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",19.08,19.08,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894",19.32,19.32,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238",19.13,19.13,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252",20.41,20.41,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198",18.91,18.91,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237",20.27,20.27,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",18.87,18.87,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056",20.2,20.2,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",18.41,18.41,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",18.52,18.52,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",18.2,18.2,,
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",19.17,19.17,,
Azampur,"23.867843070567336, 90.40013983176523",DIT Project,"23.773401431652626, 90.42539669118638",15.05,15.05,,
Azampur,"23.867843070567336, 90.40013983176523",East West University,"23.768805486749752, 90.42546167958218",13.08,13.08,,
Azampur,"23.867843070567336, 90.40013983176523",Evercare Hospital,"23.810482241984165, 90.43129699095799",9.37,9.37,,
Azampur,"23.867843070567336, 90.40013983176523",Fakirapool,"23.732659171031635, 90.41697754122195",17.76,17.76,,
Azampur,"23.867843070567336, 90.40013983176523",Green Road,"23.74918962367928, 90.38642243725327",17.72,17.72,,
Azampur,"23.867843070567336, 90.40013983176523",Gulshan 1,"23.782041809012444, 90.41583890444907",13.0,13.0,,
Azampur,"23.867843070567336, 90.40013983176523",Gulshan 2,"23.79478879910383, 90.41424260763533",12.37,12.37,,
Azampur,"23.867843070567336, 90.40013983176523",House Building,"23.87444587344512, 90.40013415260117",0.77,0.77,,
Azampur,"23.867843070567336, 90.40013983176523",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",12.63,12.63,,
Azampur,"23.867843070567336, 90.40013983176523",Jamuna Future Park,"23.81379627952912, 90.42422856609141",8.09,8.09,,
Azampur,"23.867843070567336, 90.40013983176523",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",19.76,19.76,,
Azampur,"23.867843070567336, 90.40013983176523",Joar Shahara,"23.816926903931567, 90.41893947305115",10.69,10.78,,
Azampur,"23.867843070567336, 90.40013983176523",Kakrail,"23.7387925105459, 90.40645995663675",17.63,17.68,,
Azampur,"23.867843070567336, 90.40013983176523",Kalabagan,"23.74959719710081, 90.3830759033639",18.18,18.18,,
Azampur,"23.867843070567336, 90.40013983176523",Kamal Ataturk,"23.794078210371698, 90.40521536212151",11.42,11.42,,
Azampur,"23.867843070567336, 90.40013983176523",Khilgaon,"23.75084886751309, 90.42072538370277",15.6,15.6,,
Azampur,"23.867843070567336, 90.40013983176523",Kuril,"23.819103914136477, 90.42182338455416",11.77,11.77,,
Azampur,"23.867843070567336, 90.40013983176523",Kuril Flyover,"23.82144157155741, 90.4192998630174",6.96,6.96,,
Azampur,"23.867843070567336, 90.40013983176523",Kurmitola,"23.849581476455512, 90.40692877671945",6.44,6.44,,
Azampur,"23.867843070567336, 90.40013983176523",Labaid Gulshan,"23.79568677446299, 90.41290757246027",12.37,12.37,,
Azampur,"23.867843070567336, 90.40013983176523",Lalmatia,"23.756310855321406, 90.36826726840225",18.08,18.08,,
Azampur,"23.867843070567336, 90.40013983176523",Le Meridian,"23.836505783720128, 90.41820316827958",10.98,10.98,,
Azampur,"23.867843070567336, 90.40013983176523",Madani Avenue,"23.796522119458537, 90.41892630380953",10.94,10.94,,
Azampur,"23.867843070567336, 90.40013983176523",Malibagh,"23.748206666885658, 90.41264211577844",15.5,15.5,,
Azampur,"23.867843070567336, 90.40013983176523",Mirpur 1,"23.799924575462516, 90.35540223205751",13.62,13.62,,
Azampur,"23.867843070567336, 90.40013983176523",Mirpur 13,"23.81020599380865, 90.37763021591611",12.67,12.67,,
Azampur,"23.867843070567336, 90.40013983176523",Moghbazar,"23.749429419450692, 90.40863148744401",17.85,17.85,,
Azampur,"23.867843070567336, 90.40013983176523",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",15.33,15.33,,
Azampur,"23.867843070567336, 90.40013983176523",Motijheel,"23.73295803071134, 90.41707926909248",17.75,17.75,,
Azampur,"23.867843070567336, 90.40013983176523",Naya Paltan,"23.73459027801036, 90.41371487931436",18.09,18.09,,
Azampur,"23.867843070567336, 90.40013983176523",Niketan,"23.773793555853857, 90.41078375783205",14.25,14.25,,
Azampur,"23.867843070567336, 90.40013983176523",Nikunja 1,"23.8236800918188, 90.41841129675434",9.5,9.5,,
Azampur,"23.867843070567336, 90.40013983176523",Nikunja 2,"23.83279861213574, 90.4167626340228",10.84,10.84,,
Azampur,"23.867843070567336, 90.40013983176523",North South University,"23.815277538796973, 90.42547076424017",8.88,8.88,,
Azampur,"23.867843070567336, 90.40013983176523",Notun Bazar,"23.79749348795045, 90.4237139801499",9.69,9.69,,
Azampur,"23.867843070567336, 90.40013983176523",Police Plaza,"23.774242477535278, 90.41598794811036",13.61,13.61,,
Azampur,"23.867843070567336, 90.40013983176523",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",2.37,2.37,,
Azampur,"23.867843070567336, 90.40013983176523",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",10.2,10.2,,
Azampur,"23.867843070567336, 90.40013983176523",Shahjadpur,"23.791699886032266, 90.42491413547074",10.35,10.35,,
Azampur,"23.867843070567336, 90.40013983176523",Shankar,"23.750878640826883, 90.36846011026877",18.9,18.9,,
Azampur,"23.867843070567336, 90.40013983176523",Shapla Chattar,"23.726744038603808, 90.42164096026795",18.64,18.64,,
Azampur,"23.867843070567336, 90.40013983176523",Shegunbagicha,"23.73366168283537, 90.40729600827689",17.7,17.7,,
Azampur,"23.867843070567336, 90.40013983176523",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",13.75,13.75,,
Azampur,"23.867843070567336, 90.40013983176523",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",19.06,19.06,,
Azampur,"23.867843070567336, 90.40013983176523",Sutrapur,"23.712143135744196, 90.41996290601092",21.12,21.18,,
Azampur,"23.867843070567336, 90.40013983176523",UIU,"23.798010494541813, 90.44969926609087",12.53,12.53,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 10,"23.884070392009892, 90.38850341801871",3.12,3.12,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 11,"23.876169717607542, 90.38720611542203",2.29,2.29,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 13,"23.871433256654242, 90.38778814644556",2.43,2.43,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 14,"23.867765343508758, 90.38695906184307",2.86,2.86,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 18,"23.855123330036513, 90.35777437647893",7.09,7.09,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 4,"23.86243003091632, 90.40464203326769",2.22,2.22,,
Azampur,"23.867843070567336, 90.40013983176523",Uttara 7,"23.871372679180478, 90.39748761634495",0.69,0.69,,
Azampur,"23.867843070567336, 90.40013983176523",Wari,"23.717804321750464, 90.41799751045865",20.76,19.88,,
Azimpur,"23.72723004477641, 90.38621547855664",Badda,"23.780568079273614, 90.42649619466724",9.32,9.32,,
Azimpur,"23.72723004477641, 90.38621547855664",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",3.96,3.96,,
Azimpur,"23.72723004477641, 90.38621547855664",Baldha Garden,"23.716916774125067, 90.41941883725221",5.08,5.13,,
Azimpur,"23.72723004477641, 90.38621547855664",Banani SuperMarket,"23.79350541605234, 90.40689722271105",11.31,11.31,,
Azimpur,"23.72723004477641, 90.38621547855664",Banani Block J,"23.796668895469587, 90.40603147773179",10.17,10.17,,
Azimpur,"23.72723004477641, 90.38621547855664",Banasree Block F,"23.760662289525275, 90.43894806423826",10.12,9.55,,
Azimpur,"23.72723004477641, 90.38621547855664",Banasree Block H,"23.76056081478647, 90.44168161932465",9.61,9.61,,
Azimpur,"23.72723004477641, 90.38621547855664",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024",3.64,3.64,,
Azimpur,"23.72723004477641, 90.38621547855664",Baridhara DOHS,"23.813084105710036, 90.4129734607382",11.93,11.93,,
Azimpur,"23.72723004477641, 90.38621547855664",Basabo,"23.74201426029004, 90.42840780452333",6.1,6.1,,
Azimpur,"23.72723004477641, 90.38621547855664",Bashundhara Block C,"23.81949603415762, 90.42738524683234",18.32,18.32,,
Azimpur,"23.72723004477641, 90.38621547855664",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",3.49,3.49,,
Azimpur,"23.72723004477641, 90.38621547855664",Bijoynagar,"23.73469869947737, 90.41077232376051",4.19,4.19,,
Azimpur,"23.72723004477641, 90.38621547855664",Bosila,"23.755536214623834, 90.3561451998845",5.31,5.31,,
Azimpur,"23.72723004477641, 90.38621547855664",Brac University,"23.773372892644524, 90.42482029492592",9.69,9.69,,
Azimpur,"23.72723004477641, 90.38621547855664",Chairman Bari,"23.788615672371655, 90.40060816109144",7.85,7.85,,
Azimpur,"23.72723004477641, 90.38621547855664",Chowdhuripara,"23.753676744513747, 90.41950780332495",6.58,6.58,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",3.18,3.18,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",3.76,3.76,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",3.04,3.04,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",3.14,3.14,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",2.94,2.94,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",3.3,3.3,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",4.16,4.16,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",3.41,3.41,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",3.86,3.86,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",3.61,3.61,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928",3.56,3.56,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",1.61,1.61,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894",1.85,1.85,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238",1.92,1.92,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252",2.45,2.45,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198",1.78,1.78,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237",3.06,3.06,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",1.84,1.84,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056",2.98,2.98,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",1.93,1.93,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",2.92,2.92,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",2.03,2.03,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",2.81,2.81,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",2.2,2.2,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",2.93,2.93,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",2.28,2.28,,
Azimpur,"23.72723004477641, 90.38621547855664",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",3.19,3.19,,
Azimpur,"23.72723004477641, 90.38621547855664",DIT Project,"23.773401431652626, 90.42539669118638",8.42,8.42,,
Azimpur,"23.72723004477641, 90.38621547855664",East West University,"23.768805486749752, 90.42546167958218",9.91,9.91,,
Azimpur,"23.72723004477641, 90.38621547855664",New Eskaton,"23.74718832521819, 90.39926359648726",6.53,6.53,,
Azimpur,"23.72723004477641, 90.38621547855664",Fakirapool,"23.732659171031635, 90.41697754122195",4.14,4.14,,
Azimpur,"23.72723004477641, 90.38621547855664",Farmgate,"23.756173521829375, 90.38704401820739",3.83,3.83,,
Azimpur,"23.72723004477641, 90.38621547855664",Gabtoli,"23.78375365953661, 90.34394491819548",9.46,9.46,,
Azimpur,"23.72723004477641, 90.38621547855664",Golapbagh,"23.718521712715287, 90.42874810241406",5.6,5.6,,
Azimpur,"23.72723004477641, 90.38621547855664",Green Road,"23.74918962367928, 90.38642243725327",2.71,2.71,,
Azimpur,"23.72723004477641, 90.38621547855664",Gulshan 1,"23.782041809012444, 90.41583890444907",9.18,9.18,,
Azimpur,"23.72723004477641, 90.38621547855664",Gulshan 2,"23.79478879910383, 90.41424260763533",11.32,11.32,,
Azimpur,"23.72723004477641, 90.38621547855664",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",4.24,4.24,,
Azimpur,"23.72723004477641, 90.38621547855664",Ittefaq Mor,"23.721547707395114, 90.42111636584217",4.97,4.97,,
Azimpur,"23.72723004477641, 90.38621547855664",Jagannath University,"23.708881117200264, 90.41038871597911",4.66,4.66,,
Azimpur,"23.72723004477641, 90.38621547855664",Japan Garden City,"23.764672297272995, 90.35849825973594",6.06,6.06,,
Azimpur,"23.72723004477641, 90.38621547855664",Jatrabari,"23.711063418981738, 90.43385801072442",5.86,5.99,,
Azimpur,"23.72723004477641, 90.38621547855664",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",2.29,2.29,,
Azimpur,"23.72723004477641, 90.38621547855664",Kakrail,"23.7387925105459, 90.40645995663675",3.75,3.8,,
Azimpur,"23.72723004477641, 90.38621547855664",Kalabagan,"23.74959719710081, 90.3830759033639",2.78,2.78,,
Azimpur,"23.72723004477641, 90.38621547855664",Kamal Ataturk,"23.794078210371698, 90.40521536212151",9.88,9.88,,
Azimpur,"23.72723004477641, 90.38621547855664",Karwan Bazar,"23.75238303755729, 90.39412694572513",4.4,4.4,,
Azimpur,"23.72723004477641, 90.38621547855664",Khilgaon,"23.75084886751309, 90.42072538370277",6.84,6.84,,
Azimpur,"23.72723004477641, 90.38621547855664",Kuril,"23.819103914136477, 90.42182338455416",14.33,14.33,,
Azimpur,"23.72723004477641, 90.38621547855664",Labaid Gulshan,"23.79568677446299, 90.41290757246027",11.32,11.32,,
Azimpur,"23.72723004477641, 90.38621547855664",Lalmatia,"23.756310855321406, 90.36826726840225",4.36,4.36,,
Azimpur,"23.72723004477641, 90.38621547855664",Linked Road,"23.74588618408847, 90.39368209492494",2.88,2.88,,
Azimpur,"23.72723004477641, 90.38621547855664",Madani Avenue,"23.796522119458537, 90.41892630380953",11.83,11.83,,
Azimpur,"23.72723004477641, 90.38621547855664",Malibagh,"23.748206666885658, 90.41264211577844",5.75,5.75,,
Azimpur,"23.72723004477641, 90.38621547855664",Moghbazar,"23.749429419450692, 90.40863148744401",4.94,4.94,,
Azimpur,"23.72723004477641, 90.38621547855664",Mohakhali,"23.777854677596434, 90.40604839490996",8.5,8.5,,
Azimpur,"23.72723004477641, 90.38621547855664",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.09,8.09,,
Azimpur,"23.72723004477641, 90.38621547855664",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",7.3,7.3,,
Azimpur,"23.72723004477641, 90.38621547855664",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",6.32,6.32,,
