Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Katabon,"23.737077270043894, 90.3872181292236",Nayabazar,"23.714576772747364, 90.40403403484302",4.86,4.28,,
Katabon,"23.737077270043894, 90.3872181292236",Niketan,"23.773793555853857, 90.41078375783205",6.3,6.3,,
Katabon,"23.737077270043894, 90.3872181292236",Nikunja 1,"23.8236800918188, 90.41841129675434",11.83,11.83,,
Katabon,"23.737077270043894, 90.3872181292236",Nikunja 2,"23.83279861213574, 90.4167626340228",13.17,13.17,,
Katabon,"23.737077270043894, 90.3872181292236",Noor jahan Road,"23.760621916497936, 90.36176280206402",5.16,4.65,,
Katabon,"23.737077270043894, 90.3872181292236",North South University,"23.815277538796973, 90.42547076424017",15.08,15.08,,
Katabon,"23.737077270043894, 90.3872181292236",Notun Bazar,"23.79749348795045, 90.4237139801499",10.94,10.94,,
Katabon,"23.737077270043894, 90.3872181292236",Osmani Udyan,"23.726089169424984, 90.40874238698586",3.59,3.59,,
Katabon,"23.737077270043894, 90.3872181292236",South Paikpara,"23.78462149665584, 90.36446150123909",8.23,8.23,,
Katabon,"23.737077270043894, 90.3872181292236",Police Plaza,"23.774242477535278, 90.41598794811036",6.25,6.25,,
Katabon,"23.737077270043894, 90.3872181292236",Postogola,"23.693064987141877, 90.43013918400378",9.86,9.86,,
Katabon,"23.737077270043894, 90.3872181292236",Press Club,"23.709590036781186, 90.42796922218056",6.85,6.88,,
Katabon,"23.737077270043894, 90.3872181292236",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",12.53,12.53,,
Katabon,"23.737077270043894, 90.3872181292236",Rampura,"23.760873486392178, 90.42061036978188",5.33,5.33,,
Katabon,"23.737077270043894, 90.3872181292236",Rupnagar R/A,"23.809535473019103, 90.35632046141234",11.11,11.11,,
Katabon,"23.737077270043894, 90.3872181292236",Sadarghat,"23.704920230821113, 90.41629392880428",6.24,6.24,,
Katabon,"23.737077270043894, 90.3872181292236",Satrasta,"23.75768943973771, 90.39889324889458",3.31,3.31,,
Katabon,"23.737077270043894, 90.3872181292236",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",6.37,6.37,,
Katabon,"23.737077270043894, 90.3872181292236",Shahinbagh,"23.770207365917933, 90.39216831252685",5.52,4.78,,
Katabon,"23.737077270043894, 90.3872181292236",Shahjadpur,"23.791699886032266, 90.42491413547074",11.59,11.59,,
Katabon,"23.737077270043894, 90.3872181292236",Shakhari Bazar,"23.710126004019056, 90.40968349492377",5.39,5.39,,
Katabon,"23.737077270043894, 90.3872181292236",Shanir Akhra,"23.699506380859372, 90.45290987467429",10.65,9.45,,
Katabon,"23.737077270043894, 90.3872181292236",Shankar,"23.750878640826883, 90.36846011026877",3.46,3.46,,
Katabon,"23.737077270043894, 90.3872181292236",Shapla Chattar,"23.726744038603808, 90.42164096026795",4.3,4.3,,
Katabon,"23.737077270043894, 90.3872181292236",Shegunbagicha,"23.73366168283537, 90.40729600827689",2.44,2.44,,
Katabon,"23.737077270043894, 90.3872181292236",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",5.19,5.19,,
Katabon,"23.737077270043894, 90.3872181292236",Shewrapara,"23.79094369753041, 90.37486012421229",7.28,7.28,,
Katabon,"23.737077270043894, 90.3872181292236",Shiddhirganj,"23.689641810056496, 90.48395242561817",15.39,14.69,,
Katabon,"23.737077270043894, 90.3872181292236",Shishu Hospital,"23.774720021541565, 90.3696989138121",6.3,6.3,,
Katabon,"23.737077270043894, 90.3872181292236",Shobujbagh,"23.738909741056833, 90.42960696421137",6.54,6.54,,
Katabon,"23.737077270043894, 90.3872181292236",Shoinik Club,"23.791356222216844, 90.39944605687872",7.92,7.92,,
Katabon,"23.737077270043894, 90.3872181292236",Shyamoli,"23.77090557917849, 90.36384806528564",5.34,5.34,,
Katabon,"23.737077270043894, 90.3872181292236",Shyamoli Square,"23.77483882749372, 90.36544631026956",5.18,5.18,,
Katabon,"23.737077270043894, 90.3872181292236",Signboard,"23.69196098222184, 90.48136792492541",14.64,14.67,,
Katabon,"23.737077270043894, 90.3872181292236",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",10.86,10.86,,
Katabon,"23.737077270043894, 90.3872181292236",Square Hospital,"23.75311200932124, 90.381378314238",2.66,2.66,,
Katabon,"23.737077270043894, 90.3872181292236",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",2.86,2.86,,
Katabon,"23.737077270043894, 90.3872181292236",Sutrapur,"23.712143135744196, 90.41996290601092",5.93,5.99,,
Katabon,"23.737077270043894, 90.3872181292236",Tajmahal Road,"23.76483026537131, 90.36213213725384",4.99,4.99,,
Katabon,"23.737077270043894, 90.3872181292236",Tara Masjid,"23.716170089051165, 90.40181039294609",3.96,3.96,,
Katabon,"23.737077270043894, 90.3872181292236",Technical,"23.78149787280003, 90.35246112771259",6.89,6.89,,
Katabon,"23.737077270043894, 90.3872181292236",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",3.34,3.34,,
Katabon,"23.737077270043894, 90.3872181292236",Tejturi Bazar,"23.75623497189328, 90.39215451399026",3.58,3.58,,
Katabon,"23.737077270043894, 90.3872181292236",Town Hall,"23.759739816492644, 90.36581120314878",4.69,4.69,,
Katabon,"23.737077270043894, 90.3872181292236",Ulon,"23.763986452595397, 90.41828430393944",5.41,5.41,,
Katabon,"23.737077270043894, 90.3872181292236",Wapda,"23.724329299083337, 90.42172598970535",5.24,5.24,,
Katabon,"23.737077270043894, 90.3872181292236",Wari,"23.717804321750464, 90.41799751045865",6.1,6.19,,
Kazipara,"23.80025882562028, 90.37172893669218",Kuril,"23.819103914136477, 90.42182338455416",12.11,12.11,,
Kazipara,"23.80025882562028, 90.37172893669218",Kurmitola,"23.849581476455512, 90.40692877671945",14.22,14.22,,
Kazipara,"23.80025882562028, 90.37172893669218",Labaid Gulshan,"23.79568677446299, 90.41290757246027",8.62,8.62,,
Kazipara,"23.80025882562028, 90.37172893669218",Lalmatia,"23.756310855321406, 90.36826726840225",6.9,6.9,,
Kazipara,"23.80025882562028, 90.37172893669218",Madani Avenue,"23.796522119458537, 90.41892630380953",9.13,9.13,,
Kazipara,"23.80025882562028, 90.37172893669218",Malibagh,"23.748206666885658, 90.41264211577844",9.45,9.45,,
Kazipara,"23.80025882562028, 90.37172893669218",Mirpur DOHS,"23.836393407300772, 90.36762887451556",7.13,7.13,,
Kazipara,"23.80025882562028, 90.37172893669218",Mohakhali,"23.777854677596434, 90.40604839490996",8.2,8.2,,
Kazipara,"23.80025882562028, 90.37172893669218",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.2,8.2,,
Kazipara,"23.80025882562028, 90.37172893669218",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",7.34,7.34,,
Kazipara,"23.80025882562028, 90.37172893669218",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",7.18,7.18,,
Kazipara,"23.80025882562028, 90.37172893669218",Niketan,"23.773793555853857, 90.41078375783205",7.98,7.98,,
Kazipara,"23.80025882562028, 90.37172893669218",North South University,"23.815277538796973, 90.42547076424017",13.74,13.74,,
Kazipara,"23.80025882562028, 90.37172893669218",Notun Bazar,"23.79749348795045, 90.4237139801499",10.22,10.22,,
Kazipara,"23.80025882562028, 90.37172893669218",Police Plaza,"23.774242477535278, 90.41598794811036",8.69,8.69,,
Kazipara,"23.80025882562028, 90.37172893669218",Shahjadpur,"23.791699886032266, 90.42491413547074",10.87,10.87,,
Kazipara,"23.80025882562028, 90.37172893669218",Shankar,"23.750878640826883, 90.36846011026877",8.01,8.01,,
Kazipara,"23.80025882562028, 90.37172893669218",Shobujbagh,"23.738909741056833, 90.42960696421137",11.88,11.88,,
Kazipara,"23.80025882562028, 90.37172893669218",Square Hospital,"23.75311200932124, 90.381378314238",5.79,5.79,,
Kazipara,"23.80025882562028, 90.37172893669218",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",8.28,8.28,,
Kazipara,"23.80025882562028, 90.37172893669218",Tejturi Bazar,"23.75623497189328, 90.39215451399026",5.8,5.8,,
Keraniganj,"23.701260609497933, 90.39758820710036",Kuril,"23.819103914136477, 90.42182338455416",18.02,18.02,,
Keraniganj,"23.701260609497933, 90.39758820710036",Linked Road,"23.74588618408847, 90.39368209492494",6.34,6.34,,
Keraniganj,"23.701260609497933, 90.39758820710036",Malibagh,"23.748206666885658, 90.41264211577844",6.62,6.62,,
Keraniganj,"23.701260609497933, 90.39758820710036",Motijheel,"23.73295803071134, 90.41707926909248",4.88,4.88,,
Keraniganj,"23.701260609497933, 90.39758820710036",Naya Paltan,"23.73459027801036, 90.41371487931436",4.88,4.88,,
Keraniganj,"23.701260609497933, 90.39758820710036",North South University,"23.815277538796973, 90.42547076424017",19.65,19.65,,
Keraniganj,"23.701260609497933, 90.39758820710036",Shapla Chattar,"23.726744038603808, 90.42164096026795",5.08,5.08,,
Keraniganj,"23.701260609497933, 90.39758820710036",Square Hospital,"23.75311200932124, 90.381378314238",7.95,7.95,,
Keraniganj,"23.701260609497933, 90.39758820710036",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",6.62,6.62,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Khilgaon,"23.75084886751309, 90.42072538370277",7.55,7.55,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Kuril,"23.819103914136477, 90.42182338455416",16.14,16.14,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Labaid Gulshan,"23.79568677446299, 90.41290757246027",12.04,12.04,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Lalmatia,"23.756310855321406, 90.36826726840225",5.4,5.4,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Linked Road,"23.74588618408847, 90.39368209492494",4.46,4.46,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Madani Avenue,"23.796522119458537, 90.41892630380953",12.54,12.54,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Malibagh,"23.748206666885658, 90.41264211577844",6.46,6.46,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Moghbazar,"23.749429419450692, 90.40863148744401",5.66,5.66,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Mohakhali,"23.777854677596434, 90.40604839490996",9.22,9.22,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",9.91,9.91,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",9.11,9.11,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",7.36,7.36,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Mohammadpur,"23.7663733521534, 90.35838993349377",7.29,7.29,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Motijheel,"23.73295803071134, 90.41707926909248",4.87,4.87,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Nabinagar Housing,"23.75914645303138, 90.34560142302898",7.1,7.1,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Nakhalpara,"23.770702222003415, 90.39587895540527",7.99,7.99,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Narinda,"23.710683127844753, 90.4205271484302",5.51,5.51,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",National Parliament House,"23.781019112967787, 90.37248560043007",9.57,9.57,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Niketan,"23.773793555853857, 90.41078375783205",9.0,9.0,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Noor jahan Road,"23.760621916497936, 90.36176280206402",6.02,6.25,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",North South University,"23.815277538796973, 90.42547076424017",17.77,17.77,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Notun Bazar,"23.79749348795045, 90.4237139801499",13.63,13.63,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Police Plaza,"23.774242477535278, 90.41598794811036",8.95,8.95,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Press Club,"23.709590036781186, 90.42796922218056",6.42,6.45,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Rayer bazar,"23.743521887504897, 90.36167622278728",4.35,4.35,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Sadarghat,"23.704920230821113, 90.41629392880428",5.11,5.11,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Satrasta,"23.75768943973771, 90.39889324889458",6.01,6.01,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",5.95,5.95,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shahidbagh,"23.742568085752026, 90.42000928276717",5.91,5.85,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shahjadpur,"23.791699886032266, 90.42491413547074",14.29,14.29,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shahjahanpur,"23.744426914931378, 90.42353959302136",6.21,6.12,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shankar,"23.750878640826883, 90.36846011026877",5.06,5.06,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shantibagh,"23.74526768465952, 90.41855520857388",5.95,7.1,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shapla Chattar,"23.726744038603808, 90.42164096026795",5.07,5.07,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shegunbagicha,"23.73366168283537, 90.40729600827689",3.88,3.88,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",6.79,6.79,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shishu Hospital,"23.774720021541565, 90.3696989138121",7.9,7.9,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shyamoli,"23.77090557917849, 90.36384806528564",6.94,6.94,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Shyamoli Square,"23.77483882749372, 90.36544631026956",6.79,6.79,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Square Hospital,"23.75311200932124, 90.381378314238",4.26,4.26,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",2.72,2.72,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Sutrapur,"23.712143135744196, 90.41996290601092",5.43,5.49,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Tajmahal Road,"23.76483026537131, 90.36213213725384",6.59,6.59,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",6.03,6.03,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Tejturi Bazar,"23.75623497189328, 90.39215451399026",6.27,6.27,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Town Hall,"23.759739816492644, 90.36581120314878",6.29,6.29,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",UIU,"23.798010494541813, 90.44969926609087",16.47,16.47,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Wapda,"23.724329299083337, 90.42172598970535",5.61,5.61,,
Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",Wari,"23.717804321750464, 90.41799751045865",5.67,5.76,,
Khilgaon,"23.75084886751309, 90.42072538370277",Kuril,"23.819103914136477, 90.42182338455416",10.26,10.08,,
Khilgaon,"23.75084886751309, 90.42072538370277",Kurmitola,"23.849581476455512, 90.40692877671945",16.39,16.22,,
Khilgaon,"23.75084886751309, 90.42072538370277",Labaid Gulshan,"23.79568677446299, 90.41290757246027",7.99,7.82,,
Khilgaon,"23.75084886751309, 90.42072538370277",Lalmatia,"23.756310855321406, 90.36826726840225",7.37,7.37,,
Khilgaon,"23.75084886751309, 90.42072538370277",Le Meridian,"23.836505783720128, 90.41820316827958",14.14,13.97,,
Khilgaon,"23.75084886751309, 90.42072538370277",Linked Road,"23.74588618408847, 90.39368209492494",3.77,3.77,,
Khilgaon,"23.75084886751309, 90.42072538370277",Madani Avenue,"23.796522119458537, 90.41892630380953",8.49,8.32,,
Khilgaon,"23.75084886751309, 90.42072538370277",Mitford Hospital,"23.710241130066684, 90.40146387971537",6.7,6.7,,
Khilgaon,"23.75084886751309, 90.42072538370277",Mohakhali,"23.777854677596434, 90.40604839490996",6.92,6.75,,
Khilgaon,"23.75084886751309, 90.42072538370277",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.5,8.33,,
Khilgaon,"23.75084886751309, 90.42072538370277",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",9.23,9.23,,
Khilgaon,"23.75084886751309, 90.42072538370277",Mohammadpur,"23.7663733521534, 90.35838993349377",9.15,9.15,,
Khilgaon,"23.75084886751309, 90.42072538370277",Mohanogor Project,"23.76520526494669, 90.41386759492562",2.78,2.61,,
Khilgaon,"23.75084886751309, 90.42072538370277",Monipuripara,"23.761551705506246, 90.38597592588681",5.67,5.7,,
Khilgaon,"23.75084886751309, 90.42072538370277",Motijheel,"23.73295803071134, 90.41707926909248",3.21,3.21,,
Khilgaon,"23.75084886751309, 90.42072538370277",Nakhalpara,"23.770702222003415, 90.39587895540527",5.95,5.95,,
Khilgaon,"23.75084886751309, 90.42072538370277",Narinda,"23.710683127844753, 90.4205271484302",6.67,6.67,,
Khilgaon,"23.75084886751309, 90.42072538370277",Naya Paltan,"23.73459027801036, 90.41371487931436",3.55,3.55,,
Khilgaon,"23.75084886751309, 90.42072538370277",New market,"23.733306698256296, 90.38374538295768",6.39,6.39,,
Khilgaon,"23.75084886751309, 90.42072538370277",Niketan,"23.773793555853857, 90.41078375783205",7.07,6.9,,
Khilgaon,"23.75084886751309, 90.42072538370277",Nikunja 2,"23.83279861213574, 90.4167626340228",14.0,13.83,,
Khilgaon,"23.75084886751309, 90.42072538370277",Nilkhet,"23.733133076092567, 90.3850766157467",5.73,5.73,,
Khilgaon,"23.75084886751309, 90.42072538370277",Noor jahan Road,"23.760621916497936, 90.36176280206402",9.09,8.58,,
Khilgaon,"23.75084886751309, 90.42072538370277",North South University,"23.815277538796973, 90.42547076424017",11.88,11.71,,
Khilgaon,"23.75084886751309, 90.42072538370277",Notun Bazar,"23.79749348795045, 90.4237139801499",6.92,6.74,,
Khilgaon,"23.75084886751309, 90.42072538370277",Nurer Chala,"23.79698754317488, 90.43246902253573",8.29,8.12,,
Khilgaon,"23.75084886751309, 90.42072538370277",Osmani Udyan,"23.726089169424984, 90.40874238698586",4.54,4.54,,
Khilgaon,"23.75084886751309, 90.42072538370277",PG Hospital,"23.73895782109403, 90.39362466608887",5.81,5.81,,
Khilgaon,"23.75084886751309, 90.42072538370277",Police Plaza,"23.774242477535278, 90.41598794811036",4.9,4.73,,
Khilgaon,"23.75084886751309, 90.42072538370277",Press Club,"23.709590036781186, 90.42796922218056",5.6,5.63,,
Khilgaon,"23.75084886751309, 90.42072538370277",Puran Dhaka,"23.722455864933664, 90.38776863791101",7.0,7.0,,
Khilgaon,"23.75084886751309, 90.42072538370277",Ramna,"23.73741269764707, 90.40144483378396",5.04,5.04,,
Khilgaon,"23.75084886751309, 90.42072538370277",Sadarghat,"23.704920230821113, 90.41629392880428",7.03,7.03,,
Khilgaon,"23.75084886751309, 90.42072538370277",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",4.8,4.8,,
Khilgaon,"23.75084886751309, 90.42072538370277",Science Lab,"23.739527493939022, 90.38380909504045",5.26,5.26,,
Khilgaon,"23.75084886751309, 90.42072538370277",Secretariat,"23.728543737583582, 90.39658276608853",5.56,5.56,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shahbagh,"23.73926923300087, 90.39551308288586",5.24,5.24,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shahjadpur,"23.791699886032266, 90.42491413547074",7.57,7.4,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shakhari Bazar,"23.710126004019056, 90.40968349492377",6.73,6.73,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shanir Akhra,"23.699506380859372, 90.45290987467429",11.14,9.93,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shankar,"23.750878640826883, 90.36846011026877",7.24,7.24,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shapla Chattar,"23.726744038603808, 90.42164096026795",4.1,4.1,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shegunbagicha,"23.73366168283537, 90.40729600827689",3.84,3.84,,
Khilgaon,"23.75084886751309, 90.42072538370277",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",8.38,8.38,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shewrapara,"23.79094369753041, 90.37486012421229",9.29,9.29,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shishu Hospital,"23.774720021541565, 90.3696989138121",10.69,10.69,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shyamoli,"23.77090557917849, 90.36384806528564",8.8,8.8,,
Khilgaon,"23.75084886751309, 90.42072538370277",Shyamoli Square,"23.77483882749372, 90.36544631026956",9.58,9.58,,
Khilgaon,"23.75084886751309, 90.42072538370277",Square Hospital,"23.75311200932124, 90.381378314238",5.38,5.38,,
Khilgaon,"23.75084886751309, 90.42072538370277",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",5.5,5.5,,
Khilgaon,"23.75084886751309, 90.42072538370277",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",6.28,6.28,,
Khilgaon,"23.75084886751309, 90.42072538370277",Sutrapur,"23.712143135744196, 90.41996290601092",6.59,6.65,,
Khilgaon,"23.75084886751309, 90.42072538370277",Tajmahal Road,"23.76483026537131, 90.36213213725384",8.45,8.45,,
Khilgaon,"23.75084886751309, 90.42072538370277",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",5.09,5.09,,
Khilgaon,"23.75084886751309, 90.42072538370277",Tejturi Bazar,"23.75623497189328, 90.39215451399026",4.72,4.72,,
Khilgaon,"23.75084886751309, 90.42072538370277",Town Hall,"23.759739816492644, 90.36581120314878",8.15,8.15,,
Khilgaon,"23.75084886751309, 90.42072538370277",TSC,"23.739363547539245, 90.39468747407993",5.32,5.32,,
Khilgaon,"23.75084886751309, 90.42072538370277",UIU,"23.798010494541813, 90.44969926609087",9.75,9.58,,
Khilgaon,"23.75084886751309, 90.42072538370277",Ulon,"23.763986452595397, 90.41828430393944",2.48,2.31,,
Khilgaon,"23.75084886751309, 90.42072538370277",Wapda,"23.724329299083337, 90.42172598970535",4.25,4.25,,
Khilgaon,"23.75084886751309, 90.42072538370277",Wari,"23.717804321750464, 90.41799751045865",6.23,5.35,,
Khilkhet,"23.831595302049916, 90.42442916348189",Labaid Gulshan,"23.79568677446299, 90.41290757246027",6.91,6.91,,
Khilkhet,"23.831595302049916, 90.42442916348189",Mohakhali,"23.777854677596434, 90.40604839490996",8.63,8.63,,
Khilkhet,"23.831595302049916, 90.42442916348189",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.2,8.2,,
Khilkhet,"23.831595302049916, 90.42442916348189",Tejturi Bazar,"23.75623497189328, 90.39215451399026",10.62,10.62,,
Khilkhet,"23.831595302049916, 90.42442916348189",Uttara 11,"23.876169717607542, 90.38720611542203",11.87,11.87,,
Khilkhet,"23.831595302049916, 90.42442916348189",Uttara 13,"23.871433256654242, 90.38778814644556",11.44,11.44,,
Khilkhet,"23.831595302049916, 90.42442916348189",Uttara 14,"23.867765343508758, 90.38695906184307",11.17,11.17,,
Kochukhet,"23.793829172704154, 90.3899307599325",Kuril,"23.819103914136477, 90.42182338455416",8.24,8.14,,
Kochukhet,"23.793829172704154, 90.3899307599325",Kurmitola,"23.849581476455512, 90.40692877671945",10.34,10.24,,
Kochukhet,"23.793829172704154, 90.3899307599325",Labaid Gulshan,"23.79568677446299, 90.41290757246027",4.74,4.64,,
Kochukhet,"23.793829172704154, 90.3899307599325",Linked Road,"23.74588618408847, 90.39368209492494",6.89,6.79,,
Kochukhet,"23.793829172704154, 90.3899307599325",Mirpur 11,"23.818240932283558, 90.36712425455856",7.31,5.06,,
Kochukhet,"23.793829172704154, 90.3899307599325",Niketan,"23.773793555853857, 90.41078375783205",7.01,6.91,,
Kochukhet,"23.793829172704154, 90.3899307599325",North South University,"23.815277538796973, 90.42547076424017",9.87,9.77,,
Kochukhet,"23.793829172704154, 90.3899307599325",Police Plaza,"23.774242477535278, 90.41598794811036",7.31,7.21,,
Kochukhet,"23.793829172704154, 90.3899307599325",Square Hospital,"23.75311200932124, 90.381378314238",7.6,7.5,,
Kuril,"23.819103914136477, 90.42182338455416",Kurmitola,"23.849581476455512, 90.40692877671945",8.78,8.78,,
Kuril,"23.819103914136477, 90.42182338455416",Labaid Gulshan,"23.79568677446299, 90.41290757246027",5.12,5.12,,
Kuril,"23.819103914136477, 90.42182338455416",Lalbagh,"23.718285441137922, 90.38666292370905",14.86,14.86,,
Kuril,"23.819103914136477, 90.42182338455416",Lalbagh Fort,"23.719076575141052, 90.38811667958046",14.71,14.71,,
Kuril,"23.819103914136477, 90.42182338455416",Lalmatia,"23.756310855321406, 90.36826726840225",12.77,12.77,,
Kuril,"23.819103914136477, 90.42182338455416",Le Meridian,"23.836505783720128, 90.41820316827958",6.53,6.53,,
Kuril,"23.819103914136477, 90.42182338455416",Linked Road,"23.74588618408847, 90.39368209492494",12.12,12.12,,
Kuril,"23.819103914136477, 90.42182338455416",Madani Avenue,"23.796522119458537, 90.41892630380953",4.2,4.2,,
Kuril,"23.819103914136477, 90.42182338455416",Malibagh,"23.748206666885658, 90.41264211577844",8.77,8.77,,
Kuril,"23.819103914136477, 90.42182338455416",Manikdi,"23.82593570985342, 90.39192385561175",8.04,8.04,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 1,"23.799924575462516, 90.35540223205751",12.86,12.86,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 10,"23.80719467382045, 90.36908602159754",11.29,11.29,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 11,"23.818240932283558, 90.36712425455856",10.37,10.37,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 12,"23.82880505133161, 90.36427498908792",11.07,11.07,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 13,"23.81020599380865, 90.37763021591611",11.12,11.12,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 14,"23.798882729366266, 90.38675997138121",11.03,11.03,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 2,"23.807688826153495, 90.35653333865862",13.07,13.07,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur 6,"23.813477192366605, 90.3627958992709",11.5,11.5,,
Kuril,"23.819103914136477, 90.42182338455416",Mirpur DOHS,"23.836393407300772, 90.36762887451556",11.56,11.56,,
Kuril,"23.819103914136477, 90.42182338455416",Mitford Hospital,"23.710241130066684, 90.40146387971537",14.5,14.5,,
