pickup_hex_9,dropoff_hex_9,ride_count
893cf105b17ffff,893cf13948fffff,2
893cf105b17ffff,893cf139483ffff,2
893cf1765c3ffff,893cf10ca0bffff,2
893cf13b2cfffff,893cf10caabffff,2
893cf105b2bffff,893cf139243ffff,2
893cf105b2bffff,893cf10f547ffff,2
893cf13945bffff,893cf10c90bffff,2
893cf13b2cfffff,893cf10cb47ffff,2
893cf13945bffff,893cf10c947ffff,2
893cf13945bffff,893cf10c973ffff,2
893cf105b23ffff,893cf105873ffff,2
893cf13945bffff,893cf10c9d3ffff,2
893cf1765bbffff,893cf17607bffff,2
893cf13945bffff,893cf10cb97ffff,2
893cf1765bbffff,893cf176403ffff,2
893cf1765bbffff,893cf176407ffff,2
893cf13945bffff,893cf10ca67ffff,2
893cf13945bffff,893cf10caa3ffff,2
893cf13b26bffff,893cf139047ffff,2
893cf10cd8fffff,893cf10e86fffff,2
893cf10ce37ffff,893cf10cbdbffff,2
893cf105b1bffff,893cf10c947ffff,2
893cf13966bffff,893cf10ca67ffff,2
893cf1765bbffff,893cf17617bffff,2
893cf139457ffff,893cf10eb2bffff,2
893cf13b26bffff,893cf10ca03ffff,2
893cf13b2cfffff,893cf10ce87ffff,2
893cf13966fffff,893cf10ca67ffff,2
893cf13966fffff,893cf10ca2bffff,2
893cf105b67ffff,893cf105b7bffff,2
893cf13966fffff,893cf10c947ffff,2
893cf10ce37ffff,893cf176143ffff,2
893cf105b63ffff,893cf10cd87ffff,2
893cf10cd8bffff,893cf10ebcfffff,2
893cf1765b7ffff,893cf10cbd7ffff,2
893cf13b2cfffff,893cf10ce1bffff,2
893cf10cd8bffff,893cf13944fffff,2
893cf13b26bffff,893cf10ca83ffff,2
893cf139457ffff,893cf13b1c3ffff,2
893cf139457ffff,893cf13b20bffff,2
893cf1765b7ffff,893cf1394dbffff,2
893cf10cd8bffff,893cf13b037ffff,2
893cf105b63ffff,893cf17656bffff,2
893cf139457ffff,893cf10cba7ffff,2
893cf10cd8bffff,893cf10cb4bffff,2
893cf10cd8bffff,893cf10cbcbffff,2
893cf1765b7ffff,893cf10588bffff,2
893cf13b2cfffff,893cf10e90fffff,2
893cf105b6bffff,893cf105e5bffff,2
893cf105b6bffff,893cf105e4bffff,2
893cf10ce37ffff,893cf176477ffff,2
893cf105b6bffff,893cf105803ffff,2
893cf13966fffff,893cf10cc47ffff,2
893cf105b6bffff,893cf105b73ffff,2
893cf105b6bffff,893cf105b67ffff,2
893cf13b2cfffff,893cf10cebbffff,2
893cf13b2cfffff,893cf10ceb7ffff,2
893cf105b6bffff,893cf105943ffff,2
893cf10cd8bffff,893cf10e993ffff,2
893cf10ce37ffff,893cf176447ffff,2
893cf105b6bffff,893cf10580fffff,2
893cf105b6bffff,893cf105d4bffff,2
893cf10cd8bffff,893cf13b543ffff,2
893cf105b63ffff,893cf1394cfffff,2
893cf105b63ffff,893cf139497ffff,2
893cf105b63ffff,893cf13944fffff,2
893cf105b63ffff,893cf139413ffff,2
893cf105b63ffff,893cf139243ffff,2
893cf1765b7ffff,893cf176383ffff,2
893cf139457ffff,893cf176073ffff,2
893cf1765b7ffff,893cf13b02bffff,2
893cf1765b7ffff,893cf1764a3ffff,2
893cf13b2cfffff,893cf10cc6fffff,2
893cf13966bffff,893cf17607bffff,2
893cf10cd8bffff,893cf176557ffff,2
893cf13966bffff,893cf13b4b3ffff,2
893cf13966bffff,893cf13b387ffff,2
893cf13966bffff,893cf13b2cfffff,2
893cf13b2cfffff,893cf10cc63ffff,2
893cf105b63ffff,893cf10cd8bffff,2
893cf105b63ffff,893cf10eb0fffff,2
893cf1765b7ffff,893cf13b20bffff,2
893cf13b2cfffff,893cf10cdcbffff,2
893cf105b63ffff,893cf13b357ffff,2
893cf10cd8bffff,893cf13b0b3ffff,2
893cf13966bffff,893cf1766a3ffff,2
893cf105b63ffff,893cf13b263ffff,2
893cf105b63ffff,893cf13b257ffff,2
893cf1765b7ffff,893cf13b38bffff,2
893cf105b63ffff,893cf13b20bffff,2
893cf10cd8bffff,893cf13b277ffff,2
893cf13b26bffff,893cf10caafffff,2
893cf105b63ffff,893cf13b157ffff,2
893cf10cd8bffff,893cf13b227ffff,2
893cf105b63ffff,893cf13b037ffff,2
893cf10cd8bffff,893cf13b23bffff,2
893cf105b63ffff,893cf13b02fffff,2
893cf10cd8bffff,893cf13b247ffff,2
893cf13966bffff,893cf176457ffff,2
893cf105b63ffff,893cf1396b3ffff,2
893cf10cd8bffff,893cf13b20bffff,2
893cf105b77ffff,893cf10ca47ffff,2
893cf176597ffff,893cf13b103ffff,2
893cf176597ffff,893cf13b14fffff,2
893cf176597ffff,893cf13b17bffff,2
893cf105b77ffff,893cf10c9abffff,2
893cf13944fffff,893cf10eb03ffff,2
893cf105b77ffff,893cf10c96bffff,2
893cf13967bffff,893cf13b04fffff,2
893cf13944fffff,893cf17652fffff,2
893cf176597ffff,893cf13b227ffff,2
893cf10ce3bffff,893cf13944bffff,2
893cf13b2cfffff,893cf13b663ffff,2
893cf176597ffff,893cf13b257ffff,2
893cf105b77ffff,893cf106a53ffff,2
893cf13b2cfffff,893cf13b643ffff,2
893cf10cd6fffff,893cf1396cbffff,2
893cf176597ffff,893cf13b4b3ffff,2
893cf13944fffff,893cf10ebbbffff,2
893cf10cd6fffff,893cf1394dbffff,2
893cf13944fffff,893cf10e827ffff,2
893cf10cd6fffff,893cf1394cbffff,2
893cf176597ffff,893cf1390cbffff,2
893cf13967bffff,893cf13b20fffff,2
893cf13967bffff,893cf13b20bffff,2
893cf13944fffff,893cf10e973ffff,2
893cf13944fffff,893cf10e993ffff,2
893cf176597ffff,893cf1394d3ffff,2
893cf13944fffff,893cf10ea27ffff,2
893cf105b77ffff,893cf10cccbffff,2
893cf13944fffff,893cf10e9b3ffff,2
893cf13944fffff,893cf10e9c3ffff,2
893cf13944fffff,893cf10e9cbffff,2
893cf176597ffff,893cf13b007ffff,2
893cf176597ffff,893cf13b037ffff,2
893cf176597ffff,893cf13b04fffff,2
893cf105b77ffff,893cf10caafffff,2
893cf13b2cfffff,893cf1759a3ffff,2
893cf176597ffff,893cf1394dbffff,2
893cf13967bffff,893cf139413ffff,2
893cf13944fffff,893cf1394cbffff,2
893cf105b73ffff,893cf13b56fffff,2
893cf105b73ffff,893cf13b543ffff,2
893cf10cd6fffff,893cf13b253ffff,2
893cf17659bffff,893cf10c85bffff,2
893cf105b73ffff,893cf13b3cfffff,2
893cf13b2cfffff,893cf13b543ffff,2
893cf176597ffff,893cf176037ffff,2
893cf105b73ffff,893cf13b37bffff,2
893cf17659bffff,893cf10c907ffff,2
893cf13944fffff,893cf13b00bffff,2
893cf17659bffff,893cf10c947ffff,2
893cf105b73ffff,893cf13b253ffff,2
893cf105b73ffff,893cf13b20fffff,2
893cf105b73ffff,893cf13b1cbffff,2
893cf17659bffff,893cf10ca0bffff,2
893cf13944fffff,893cf13b047ffff,2
893cf13b2cfffff,893cf13b517ffff,2
893cf176597ffff,893cf1760cbffff,2
893cf13967bffff,893cf1394cbffff,2
893cf176597ffff,893cf176143ffff,2
893cf10cd6fffff,893cf13b02bffff,2
893cf13944fffff,893cf139047ffff,2
893cf13944fffff,893cf139057ffff,2
893cf176597ffff,893cf1763b7ffff,2
893cf13944fffff,893cf139243ffff,2
893cf13967bffff,893cf139497ffff,2
893cf10cd6fffff,893cf13b057ffff,2
893cf10cd6fffff,893cf13b02fffff,2
893cf176597ffff,893cf1764a3ffff,2
893cf13967bffff,893cf13944fffff,2
893cf13967bffff,893cf139443ffff,2
893cf13967bffff,893cf13941bffff,2
893cf105b73ffff,893cf176053ffff,2
893cf13944fffff,893cf13944fffff,2
893cf105b73ffff,893cf1664b7ffff,2
893cf13944fffff,893cf13946bffff,2
893cf13944fffff,893cf13928fffff,2
893cf13944fffff,893cf10cc1bffff,2
893cf10cd6fffff,893cf10caafffff,2
893cf13944fffff,893cf10cc33ffff,2
893cf10cd6fffff,893cf10cb43ffff,2
893cf13b2cfffff,893cf17654fffff,2
893cf105b77ffff,893cf17629bffff,2
893cf13944fffff,893cf10cc57ffff,2
893cf13944fffff,893cf10cc5bffff,2
893cf13944fffff,893cf10d977ffff,2
893cf13944fffff,893cf10cc6bffff,2
893cf13944fffff,893cf10cc77ffff,2
893cf13944fffff,893cf10cc7bffff,2
893cf13b2cfffff,893cf1764b3ffff,2
893cf13b267ffff,893cf1396d7ffff,2
893cf13b2cfffff,893cf17649bffff,2
893cf13967bffff,893cf176417ffff,2
893cf105b77ffff,893cf13b37bffff,2
893cf105b77ffff,893cf13b31bffff,2
893cf13b2cfffff,893cf17654bffff,2
893cf176593ffff,893cf162e1bffff,2
893cf105b7bffff,893cf1058c7ffff,2
893cf105b7bffff,893cf1058bbffff,2
893cf105b7bffff,893cf1058a3ffff,2
893cf105b7bffff,893cf10588bffff,2
893cf13944fffff,893cf10cb2fffff,2
893cf105b7bffff,893cf105837ffff,2
893cf13944fffff,893cf10cb4bffff,2
893cf13944fffff,893cf10cc03ffff,2
893cf105b7bffff,893cf10580bffff,2
893cf13944fffff,893cf10cb5bffff,2
893cf13944fffff,893cf10cb63ffff,2
893cf13944fffff,893cf10cb67ffff,2
893cf13944fffff,893cf10cb8bffff,2
893cf10ce3bffff,893cf13b253ffff,2
893cf13967bffff,893cf176547ffff,2
893cf13944fffff,893cf10cbcfffff,2
893cf13944fffff,893cf10cbd7ffff,2
893cf13944fffff,893cf10cb57ffff,2
893cf13944fffff,893cf10ce13ffff,2
893cf13944fffff,893cf10ce27ffff,2
893cf13967bffff,893cf174477ffff,2
893cf13944fffff,893cf10ce4bffff,2
893cf176597ffff,893cf10ccafffff,2
893cf13944fffff,893cf10ce83ffff,2
893cf13b267ffff,893cf13b147ffff,2
893cf13967bffff,893cf13b3cbffff,2
893cf176597ffff,893cf10c937ffff,2
893cf13944fffff,893cf10ce97ffff,2
893cf13b2cfffff,893cf176157ffff,2
893cf13944fffff,893cf10cebbffff,2
893cf176597ffff,893cf10ce87ffff,2
893cf13944fffff,893cf10ced3ffff,2
893cf10ce3bffff,893cf1394dbffff,2
893cf105b77ffff,893cf10e94bffff,2
893cf105b77ffff,893cf10e82fffff,2
893cf176597ffff,893cf10e973ffff,2
893cf176597ffff,893cf10cddbffff,2
893cf176597ffff,893cf10c947ffff,2
893cf176597ffff,893cf10c953ffff,2
893cf13b2cfffff,893cf176483ffff,2
893cf176597ffff,893cf10c9abffff,2
893cf176597ffff,893cf10c9c7ffff,2
893cf10ce3bffff,893cf13b1dbffff,2
893cf10cd6fffff,893cf10cdcbffff,2
893cf13967bffff,893cf176367ffff,2
893cf10cd6fffff,893cf10ce67ffff,2
893cf105b77ffff,893cf13900fffff,2
893cf176597ffff,893cf10ca73ffff,2
893cf176597ffff,893cf10caa7ffff,2
893cf176597ffff,893cf10cb0fffff,2
893cf105b77ffff,893cf139497ffff,2
893cf10ce3bffff,893cf13966fffff,2
893cf176597ffff,893cf10cbcbffff,2
893cf105b77ffff,893cf13944fffff,2
893cf105b77ffff,893cf139247ffff,2
893cf176597ffff,893cf10cbcfffff,2
893cf10ce3bffff,893cf13b077ffff,2
893cf13944fffff,893cf17609bffff,2
893cf13967bffff,893cf10ca27ffff,2
893cf105b73ffff,893cf106c3bffff,2
893cf17659bffff,893cf17616fffff,2
893cf10cd77ffff,893cf1392cbffff,2
893cf17659bffff,893cf176313ffff,2
893cf13944fffff,893cf1760bbffff,2
893cf17659bffff,893cf1763b7ffff,2
893cf13b2cfffff,893cf13b3c3ffff,2
893cf105b73ffff,893cf105d43ffff,2
893cf17659bffff,893cf176453ffff,2
893cf105b73ffff,893cf105b8bffff,2
893cf13967bffff,893cf10c92fffff,2
893cf13944fffff,893cf1761c3ffff,2
893cf105b73ffff,893cf1059c3ffff,2
893cf17659bffff,893cf17652fffff,2
893cf17659bffff,893cf176547ffff,2
893cf105b73ffff,893cf1058d7ffff,2
893cf105b73ffff,893cf105d47ffff,2
893cf17659bffff,893cf13b20fffff,2
893cf17659bffff,893cf13b23bffff,2
893cf17659bffff,893cf13b243ffff,2
893cf17659bffff,893cf13b263ffff,2
893cf105b73ffff,893cf10ca73ffff,2
893cf105b73ffff,893cf10ca67ffff,2
893cf10ce3bffff,893cf10cddbffff,2
893cf17659bffff,893cf13b2a3ffff,2
893cf13944fffff,893cf176093ffff,2
893cf105b73ffff,893cf10ca13ffff,2
893cf17659bffff,893cf13b2c7ffff,2
893cf13944fffff,893cf176063ffff,2
893cf13944fffff,893cf176073ffff,2
893cf13967bffff,893cf10ca43ffff,2
893cf10cd77ffff,893cf10cbd7ffff,2
893cf17659bffff,893cf13b553ffff,2
893cf17659bffff,893cf1708c7ffff,2
893cf17659bffff,893cf17601bffff,2
893cf13944fffff,893cf176053ffff,2
893cf13944fffff,893cf17644fffff,2
893cf105b6fffff,893cf13b253ffff,2
893cf1765a3ffff,893cf10cbcbffff,2
893cf1765a3ffff,893cf10cd0fffff,2
893cf105b6fffff,893cf13b02bffff,2
893cf10cd83ffff,893cf10c947ffff,2
893cf1765a3ffff,893cf1394dbffff,2
893cf1765a3ffff,893cf13b007ffff,2
893cf13967bffff,893cf10c91bffff,2
893cf13b2cfffff,893cf13b0cfffff,2
893cf13b2cfffff,893cf13b06bffff,2
893cf13b2cfffff,893cf13b063ffff,2
893cf105b6fffff,893cf10c8c3ffff,2
893cf105b6fffff,893cf10c887ffff,2
893cf139677ffff,893cf10caafffff,2
893cf13b2cfffff,893cf13b02fffff,2
893cf13944fffff,893cf17652bffff,2
893cf105b6fffff,893cf105b73ffff,2
893cf13944fffff,893cf1764a3ffff,2
893cf105b73ffff,893cf10588fffff,2
893cf105b73ffff,893cf10588bffff,2
893cf13b2cfffff,893cf13b1c7ffff,2
893cf105b73ffff,893cf105833ffff,2
893cf105b73ffff,893cf10581bffff,2
893cf105b73ffff,893cf105813ffff,2
893cf105b73ffff,893cf10580bffff,2
893cf105b73ffff,893cf105803ffff,2
893cf13944fffff,893cf176367ffff,2
893cf105b6fffff,893cf13b4b3ffff,2
893cf105b73ffff,893cf104e47ffff,2
893cf13944fffff,893cf17638bffff,2
893cf1765a3ffff,893cf10c947ffff,2
893cf1765a3ffff,893cf10c957ffff,2
893cf13944fffff,893cf1763b7ffff,2
893cf10ce3bffff,893cf10cd27ffff,2
893cf13944fffff,893cf17642bffff,2
893cf1765a3ffff,893cf10ca93ffff,2
893cf13944fffff,893cf17644bffff,2
893cf139677ffff,893cf17659bffff,2
893cf105b73ffff,893cf1394cfffff,2
893cf17659bffff,893cf10cbcfffff,2
893cf105b73ffff,893cf139497ffff,2
893cf10cd6fffff,893cf13b603ffff,2
893cf13967bffff,893cf10ccd3ffff,2
893cf13b2cfffff,893cf13b397ffff,2
893cf17659bffff,893cf10cc47ffff,2
893cf13944fffff,893cf13b1cfffff,2
893cf17659bffff,893cf13b20bffff,2
893cf105b73ffff,893cf139413ffff,2
893cf17659bffff,893cf10cec3ffff,2
893cf105b73ffff,893cf1390c3ffff,2
893cf17659bffff,893cf10d993ffff,2
893cf105b73ffff,893cf1385cfffff,2
893cf10ce3bffff,893cf10eb27ffff,2
893cf13b2cfffff,893cf13b383ffff,2
893cf17659bffff,893cf139257ffff,2
893cf105b73ffff,893cf10ebc7ffff,2
893cf13b2cfffff,893cf13b393ffff,2
893cf105b73ffff,893cf13b15bffff,2
893cf105b73ffff,893cf13b11bffff,2
893cf17659bffff,893cf10ca63ffff,2
893cf13944fffff,893cf13b077ffff,2
893cf17659bffff,893cf10ca83ffff,2
893cf105b73ffff,893cf13b04fffff,2
893cf17659bffff,893cf10ca87ffff,2
893cf10ce3bffff,893cf10eb57ffff,2
893cf13944fffff,893cf13b167ffff,2
893cf105b73ffff,893cf13b023ffff,2
893cf17659bffff,893cf10caabffff,2
893cf13967bffff,893cf10cecbffff,2
893cf17659bffff,893cf10cb43ffff,2
893cf105b73ffff,893cf139687ffff,2
893cf13944fffff,893cf13b14fffff,2
893cf10cd6fffff,893cf13b54bffff,2
893cf105b73ffff,893cf139633ffff,2
893cf10cd6fffff,893cf13b563ffff,2
893cf105b73ffff,893cf13b033ffff,2
893cf17659bffff,893cf1396afffff,2
893cf105b73ffff,893cf10ceb3ffff,2
893cf17659bffff,893cf1396b3ffff,2
893cf13944fffff,893cf13b557ffff,2
893cf10cd6fffff,893cf176493ffff,2
893cf13944fffff,893cf13b60fffff,2
893cf13b2cfffff,893cf13b2cfffff,2
893cf105b73ffff,893cf10cdb3ffff,2
893cf105b73ffff,893cf10ebc3ffff,2
893cf13b267ffff,893cf13b3a3ffff,2
893cf17659bffff,893cf13b043ffff,2
893cf10cd6fffff,893cf1765b3ffff,2
893cf13967bffff,893cf10caafffff,2
893cf13b2cfffff,893cf13b25bffff,2
893cf13967bffff,893cf10ca73ffff,2
893cf17659bffff,893cf13b193ffff,2
893cf17659bffff,893cf13b207ffff,2
893cf105b73ffff,893cf10cc23ffff,2
893cf13b2cfffff,893cf13b2a7ffff,2
893cf13944fffff,893cf13b26bffff,2
893cf105b73ffff,893cf10ebafffff,2
893cf13944fffff,893cf13b28fffff,2
893cf13944fffff,893cf13b2abffff,2
893cf13944fffff,893cf13b2c7ffff,2
893cf105b73ffff,893cf10eaa7ffff,2
893cf105b73ffff,893cf10ea6fffff,2
893cf105b73ffff,893cf10e9dbffff,2
893cf17659bffff,893cf1394c7ffff,2
893cf13944fffff,893cf13b4b3ffff,2
893cf105b73ffff,893cf10e9b3ffff,2
893cf13944fffff,893cf13b383ffff,2
893cf13967bffff,893cf10cbcbffff,2
893cf13944fffff,893cf13b397ffff,2
893cf17659bffff,893cf13963bffff,2
893cf10ce3bffff,893cf10ea27ffff,2
893cf17659bffff,893cf139677ffff,2
893cf105b73ffff,893cf10e903ffff,2
893cf10ce3bffff,893cf10ea23ffff,2
893cf13967bffff,893cf10cbcfffff,2
893cf10cd0fffff,893cf13b23bffff,2
893cf13b363ffff,893cf13b253ffff,2
893cf1392cfffff,893cf13b067ffff,2
893cf13b363ffff,893cf13b20bffff,2
893cf17655bffff,893cf10cccbffff,2
893cf10ce67ffff,893cf1768abffff,2
893cf106a7bffff,893cf139447ffff,2
893cf106a7bffff,893cf10582bffff,2
893cf10cd4bffff,893cf10caabffff,2
893cf106a6bffff,893cf105827ffff,2
893cf13b363ffff,893cf13b02bffff,2
893cf17655bffff,893cf10d983ffff,2
893cf1396afffff,893cf139413ffff,2
893cf1392cfffff,893cf13b6b3ffff,2
893cf1392cfffff,893cf176073ffff,2
893cf13b25bffff,893cf13b21bffff,2
893cf1392cfffff,893cf176423ffff,2
893cf1392cfffff,893cf176467ffff,2
893cf17655bffff,893cf10ce07ffff,2
893cf13b367ffff,893cf13b2cbffff,2
893cf1396afffff,893cf13b247ffff,2
893cf1396afffff,893cf13b243ffff,2
893cf106c23ffff,893cf13b04fffff,2
893cf1392cfffff,893cf10c983ffff,2
893cf13b367ffff,893cf13b2a3ffff,2
893cf106c23ffff,893cf105b73ffff,2
893cf1396afffff,893cf13b22fffff,2
893cf1392cfffff,893cf1394dbffff,2
893cf1392cfffff,893cf10ca67ffff,2
893cf10ce6bffff,893cf10ceabffff,2
893cf13b25bffff,893cf13b0b3ffff,2
893cf17655bffff,893cf10ca13ffff,2
893cf17655bffff,893cf10ca2bffff,2
893cf1396afffff,893cf1396b3ffff,2
893cf13b363ffff,893cf176547ffff,2
893cf10ce6bffff,893cf10c983ffff,2
893cf1392cfffff,893cf1394cbffff,2
893cf1396afffff,893cf13b21bffff,2
893cf1392d3ffff,893cf10c98fffff,2
893cf1392d3ffff,893cf10c9abffff,2
893cf17655bffff,893cf174e3bffff,2
893cf1068dbffff,893cf1068dbffff,2
893cf1392d3ffff,893cf10ca1bffff,2
893cf13b25bffff,893cf13b557ffff,2
893cf1068d3ffff,893cf106ac7ffff,2
893cf1068d3ffff,893cf106a8bffff,2
893cf10ce67ffff,893cf17645bffff,2
893cf1392d3ffff,893cf10caabffff,2
893cf1392d3ffff,893cf10cb47ffff,2
893cf1396afffff,893cf10cb2bffff,2
893cf17655bffff,893cf176367ffff,2
893cf1392d3ffff,893cf10cbcfffff,2
893cf17655bffff,893cf1764d7ffff,2
893cf1392d3ffff,893cf10cc17ffff,2
893cf10cd13ffff,893cf139617ffff,2
893cf17655bffff,893cf176813ffff,2
893cf13b35bffff,893cf17615bffff,2
893cf17655bffff,893cf139203ffff,2
893cf17655bffff,893cf139413ffff,2
893cf13b25bffff,893cf13b31bffff,2
893cf17655bffff,893cf139653ffff,2
893cf13b25bffff,893cf13b383ffff,2
893cf1392cfffff,893cf1765cbffff,2
893cf10cd13ffff,893cf10c91bffff,2
893cf13b35bffff,893cf176563ffff,2
893cf13b25bffff,893cf13b3cbffff,2
893cf1396afffff,893cf10ccabffff,2
893cf17655bffff,893cf13b0b3ffff,2
893cf1396afffff,893cf10cc97ffff,2
893cf17655bffff,893cf13b223ffff,2
893cf13b35bffff,893cf17650bffff,2
893cf10ce67ffff,893cf17607bffff,2
893cf17655bffff,893cf13b257ffff,2
893cf1396afffff,893cf10cc07ffff,2
893cf1069b7ffff,893cf10eb23ffff,2
893cf10ce67ffff,893cf176087ffff,2
893cf13b25bffff,893cf13967bffff,2
893cf1070b3ffff,893cf1392d3ffff,2
893cf13b25bffff,893cf1396abffff,2
893cf13b25bffff,893cf1396afffff,2
893cf1070b3ffff,893cf10ea23ffff,2
893cf1070b3ffff,893cf105e73ffff,2
893cf176557ffff,893cf13b397ffff,2
893cf1392cbffff,893cf13941bffff,2
893cf1396afffff,893cf13b253ffff,2
893cf1070b3ffff,893cf105b97ffff,2
893cf1392cbffff,893cf139447ffff,2
893cf1396afffff,893cf17654fffff,2
893cf1070b3ffff,893cf1059cbffff,2
893cf1396afffff,893cf176547ffff,2
893cf1070a7ffff,893cf13b277ffff,2
893cf1392cbffff,893cf13b063ffff,2
893cf107097ffff,893cf13b077ffff,2
893cf176557ffff,893cf17600fffff,2
893cf176557ffff,893cf13b3d7ffff,2
893cf176557ffff,893cf139663ffff,2
893cf1396b3ffff,893cf105327ffff,2
893cf1396b3ffff,893cf104acfffff,2
893cf176557ffff,893cf13969bffff,2
893cf1392cbffff,893cf10cb47ffff,2
893cf1392cbffff,893cf10cb4bffff,2
893cf13b373ffff,893cf10c9bbffff,2
893cf10cd0fffff,893cf10c937ffff,2
893cf13b373ffff,893cf10c973ffff,2
893cf176557ffff,893cf13b20bffff,2
893cf176557ffff,893cf13b21bffff,2
893cf176557ffff,893cf13b227ffff,2
893cf176557ffff,893cf13b243ffff,2
893cf1392cbffff,893cf10cc6bffff,2
893cf1070bbffff,893cf105d43ffff,2
893cf1070b3ffff,893cf176563ffff,2
893cf1392cbffff,893cf10ce33ffff,2
893cf10cd0fffff,893cf10c9afffff,2
893cf10cd0fffff,893cf10c983ffff,2
893cf10ce6bffff,893cf139443ffff,2
893cf1396afffff,893cf176037ffff,2
893cf106c6fffff,893cf10588bffff,2
893cf13b25bffff,893cf13b02fffff,2
893cf176557ffff,893cf17684bffff,2
893cf13b25bffff,893cf13b063ffff,2
893cf1396afffff,893cf13b39bffff,2
893cf1396afffff,893cf13b2cfffff,2
893cf176557ffff,893cf17601bffff,2
893cf1392cbffff,893cf176583ffff,2
893cf13b36bffff,893cf13b0b3ffff,2
893cf106c3bffff,893cf105d17ffff,2
893cf176557ffff,893cf176ec3ffff,2
893cf176557ffff,89754e64993ffff,2
893cf106c3bffff,893cf105837ffff,2
893cf1392cbffff,893cf176a8bffff,2
893cf10ce6bffff,893cf10dd8fffff,2
893cf1396afffff,893cf13b25bffff,2
893cf176557ffff,893cf176e1bffff,2
893cf10cd0fffff,893cf10cbcfffff,2
893cf10ce6bffff,893cf1761c7ffff,2
893cf176557ffff,893cf17607bffff,2
893cf1396afffff,893cf17648fffff,2
893cf176557ffff,893cf1760dbffff,2
893cf10cd0fffff,893cf10cc8bffff,2
893cf13b373ffff,893cf105d47ffff,2
893cf1392cbffff,893cf13b253ffff,2
893cf176557ffff,893cf17628bffff,2
893cf10ce6bffff,893cf139493ffff,2
893cf1396afffff,893cf176407ffff,2
893cf1392cbffff,893cf13b29bffff,2
893cf10cd0fffff,893cf10e9abffff,2
893cf176557ffff,893cf176407ffff,2
893cf1396afffff,893cf1761c7ffff,2
893cf1392cbffff,893cf13b4b3ffff,2
893cf13b373ffff,893cf105b63ffff,2
893cf13b25bffff,893cf13b027ffff,2
893cf10ce6bffff,893cf139643ffff,2
893cf10ce6bffff,893cf13b263ffff,2
893cf105e73ffff,893cf10cc47ffff,2
893cf10ce67ffff,893cf10c92fffff,2
893cf10ce67ffff,893cf10c90fffff,2
893cf1396abffff,893cf13b633ffff,2
893cf176567ffff,893cf10c90fffff,2
893cf1396abffff,893cf13b557ffff,2
893cf105e73ffff,893cf105b83ffff,2
893cf105e73ffff,893cf105b7bffff,2
893cf10cd13ffff,893cf13b20bffff,2
893cf176567ffff,893cf10c92fffff,2
893cf105e73ffff,893cf105017ffff,2
893cf10cd17ffff,893cf13b077ffff,2
893cf176567ffff,893cf10c947ffff,2
893cf176567ffff,893cf10c94fffff,2
893cf1396abffff,893cf13b3d3ffff,2
893cf176567ffff,893cf10c9bbffff,2
893cf1392d7ffff,893cf1765cfffff,2
893cf10ce67ffff,893cf10c85bffff,2
893cf105e73ffff,893cf105353ffff,2
893cf13b35bffff,893cf139443ffff,2
893cf10cd17ffff,893cf13924fffff,2
893cf13b25bffff,893cf176577ffff,2
893cf10ce67ffff,893cf10ca63ffff,2
893cf176563ffff,893cf1760b3ffff,2
893cf105ea3ffff,893cf13b06bffff,2
893cf10cd17ffff,893cf13948fffff,2
893cf13b35bffff,893cf10eb07ffff,2
893cf1392d7ffff,893cf17618bffff,2
893cf13b25bffff,893cf17658fffff,2
893cf1392d7ffff,893cf13b077ffff,2
893cf10ce67ffff,893cf10ca27ffff,2
893cf10cd17ffff,893cf1396b3ffff,2
893cf10ce67ffff,893cf10ca23ffff,2
893cf176563ffff,893cf176a17ffff,2
893cf1392d7ffff,893cf13b26fffff,2
893cf176567ffff,893c19198b7ffff,2
893cf176567ffff,893cf10c323ffff,2
893cf13b25bffff,893cf17658bffff,2
893cf176567ffff,893cf10cb2fffff,2
893cf176567ffff,893cf10cb53ffff,2
893cf105e5bffff,893cf10cc47ffff,2
893cf1396abffff,893cf13b253ffff,2
893cf1396abffff,893cf13b213ffff,2
893cf105e5bffff,893cf10c933ffff,2
893cf1396abffff,893cf13b173ffff,2
893cf1392dbffff,893cf10cc63ffff,2
893cf176567ffff,893cf10ca03ffff,2
893cf1396abffff,893cf13b14bffff,2
893cf10cd17ffff,893cf1764d7ffff,2
893cf1396abffff,893cf13b037ffff,2
893cf10cd17ffff,893cf17650bffff,2
893cf176567ffff,893cf10ce07ffff,2
893cf105e4bffff,893cf13b217ffff,2
893cf176567ffff,893cf10ce63ffff,2
893cf1396abffff,893cf1394d3ffff,2
893cf1396abffff,893cf1394cbffff,2
893cf1392dbffff,893cf10cc6fffff,2
893cf1392d7ffff,893cf176a37ffff,2
893cf10cd17ffff,893cf13b26fffff,2
893cf176567ffff,893cf10ca43ffff,2
893cf176567ffff,893cf10ca47ffff,2
893cf176567ffff,893cf10ca5bffff,2
893cf176567ffff,893cf10ca67ffff,2
893cf176567ffff,893cf10ca73ffff,2
893cf1392dbffff,893cf105507ffff,2
893cf105e5bffff,893cf13b247ffff,2
893cf105e5bffff,893cf10ebcfffff,2
893cf176567ffff,893cf10caa3ffff,2
893cf176567ffff,893cf10caa7ffff,2
893cf176567ffff,893cf10caabffff,2
893cf105e5bffff,893cf13b02fffff,2
893cf176567ffff,893cf10cab3ffff,2
893cf176567ffff,893cf10cac7ffff,2
893cf10cd17ffff,893cf13b3b3ffff,2
