Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike,pickup_hex8,destination_hex8,pickup_hex8_lat,pickup_hex8_lon,destination_hex8_lat,destination_hex8_lon
Malibagh,"23.748206666885658, 90.41264211577844",Sadarghat,"23.704920230821113, 90.41629392880428",6.16,6.16,,,883cf17659fffff,883cf17607fffff,23.74503840440612,90.41206926469967,23.707856519272113,90.41446164400533
Malibagh,"23.748206666885658, 90.41264211577844",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",5.98,5.98,,,883cf17659fffff,883cf17615fffff,23.74503840440612,90.41206926469967,23.71483451582931,90.42927946437668
Malibagh,"23.748206666885658, 90.41264211577844",Science Lab,"23.739527493939022, 90.38380909504045",4.11,4.11,,,883cf17659fffff,883cf17649fffff,23.74503840440612,90.41206926469967,23.73834491222074,90.3876911389497
Malibagh,"23.748206666885658, 90.41264211577844",Secretariat,"23.728543737583582, 90.39658276608853",3.93,3.93,,,883cf17659fffff,883cf17641fffff,23.74503840440612,90.41206926469967,23.730795504536186,90.39199411325372
Malibagh,"23.748206666885658, 90.41264211577844",Shahinbagh,"23.770207365917933, 90.39216831252685",5.47,5.12,,,883cf17659fffff,883cf10c83fffff,23.74503840440612,90.41206926469967,23.767968285891225,90.38959889053916
Malibagh,"23.748206666885658, 90.41264211577844",Shahjadpur,"23.791699886032266, 90.42491413547074",7.68,7.68,,,883cf17659fffff,883cf13949fffff,23.74503840440612,90.41206926469967,23.789183856737147,90.42449751415508
Malibagh,"23.748206666885658, 90.41264211577844",Shanir Akhra,"23.699506380859372, 90.45290987467429",10.26,9.06,,,883cf17659fffff,883cf176e7fffff,23.74503840440612,90.41206926469967,23.69915034789104,90.45700445311505
Malibagh,"23.748206666885658, 90.41264211577844",Shankar,"23.750878640826883, 90.36846011026877",6.09,6.09,,,883cf17659fffff,883cf10ca9fffff,23.74503840440612,90.41206926469967,23.753725055313378,90.36952473783344
Malibagh,"23.748206666885658, 90.41264211577844",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",7.23,7.23,,,883cf17659fffff,883cf10c89fffff,23.74503840440612,90.41206926469967,23.775798383977737,90.37573446836544
Malibagh,"23.748206666885658, 90.41264211577844",Shewrapara,"23.79094369753041, 90.37486012421229",8.14,8.14,,,883cf17659fffff,883cf10cddfffff,23.74503840440612,90.41206926469967,23.79060607175627,90.37668777785234
Malibagh,"23.748206666885658, 90.41264211577844",Shiddhirganj,"23.689641810056496, 90.48395242561817",15.0,14.3,,,883cf17659fffff,883cf176a3fffff,23.74503840440612,90.41206926469967,23.691014228609234,90.48042777386294
Malibagh,"23.748206666885658, 90.41264211577844",Shishu Hospital,"23.774720021541565, 90.3696989138121",9.54,9.54,,,883cf17659fffff,883cf10cc7fffff,23.74503840440612,90.41206926469967,23.77608124036896,90.36617387184424
Malibagh,"23.748206666885658, 90.41264211577844",Square Hospital,"23.75311200932124, 90.381378314238",4.23,4.23,,,883cf17659fffff,883cf10cabfffff,23.74503840440612,90.41206926469967,23.753441586408567,90.37908471110562
Malibagh,"23.748206666885658, 90.41264211577844",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",4.35,4.35,,,883cf17659fffff,883cf10ca7fffff,23.74503840440612,90.41206926469967,23.738629187547115,90.37813139390511
Malibagh,"23.748206666885658, 90.41264211577844",Sutrapur,"23.712143135744196, 90.41996290601092",5.71,5.77,,,883cf17659fffff,883cf17603fffff,23.74503840440612,90.41206926469967,23.71512179069552,90.41971922487646
Malibagh,"23.748206666885658, 90.41264211577844",Technical,"23.78149787280003, 90.35246112771259",10.13,10.13,,,883cf17659fffff,883cf10ccdfffff,23.74503840440612,90.41206926469967,23.783908216362455,90.35230951112833
Malibagh,"23.748206666885658, 90.41264211577844",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",3.95,3.95,,,883cf17659fffff,883cf10cb9fffff,23.74503840440612,90.41206926469967,23.76042092782806,90.39390227519722
Malibagh,"23.748206666885658, 90.41264211577844",Tejturi Bazar,"23.75623497189328, 90.39215451399026",3.57,3.57,,,883cf17659fffff,883cf10cbdfffff,23.74503840440612,90.41206926469967,23.753157519825887,90.3886449653357
Malibagh,"23.748206666885658, 90.41264211577844",UIU,"23.798010494541813, 90.44969926609087",9.86,9.86,,,883cf17659fffff,883cf13959fffff,23.74503840440612,90.41206926469967,23.795871067089926,90.44888359942854
Malibagh,"23.748206666885658, 90.41264211577844",Uttara 1,"23.858105043986644, 90.4009780758213",15.83,15.83,,,883cf17659fffff,883cf105b1fffff,23.74503840440612,90.41206926469967,23.85651090970993,90.40488861792731
Malibagh,"23.748206666885658, 90.41264211577844",Uttara 6,"23.87139236941201, 90.40429178390336",18.12,18.12,,,883cf17659fffff,883cf10595fffff,23.74503840440612,90.41206926469967,23.871308946592208,90.40584374482147
Malibagh,"23.748206666885658, 90.41264211577844",Wapda,"23.724329299083337, 90.42172598970535",3.37,3.37,,,883cf17659fffff,883cf1761dfffff,23.74503840440612,90.41206926469967,23.722386557230866,90.42497715465107
Matikata,"23.820603531946713, 90.3904670372557",North South University,"23.815277538796973, 90.42547076424017",6.98,6.98,,,883cf13b69fffff,883cf13b03fffff,23.819933080314314,90.38815709899373,23.81879577278778,90.42640952294214
Mirpur 1,"23.799924575462516, 90.35540223205751",Mitford Hospital,"23.710241130066684, 90.40146387971537",14.39,14.39,,,883cf10ea3fffff,883cf17605fffff,23.798714458563694,90.35326159654097,23.70814300261903,90.40490207721805
Mirpur 1,"23.799924575462516, 90.35540223205751",Moghbazar,"23.749429419450692, 90.40863148744401",10.73,10.73,,,883cf10ea3fffff,883cf10cb3fffff,23.798714458563694,90.35326159654097,23.75258759348207,90.40776631458965
Mirpur 1,"23.799924575462516, 90.35540223205751",Mohakhali,"23.777854677596434, 90.40604839490996",9.74,9.74,,,883cf10ea3fffff,883cf10c91fffff,23.798714458563694,90.35326159654097,23.774946225704827,90.40441794294416
Mirpur 1,"23.799924575462516, 90.35540223205751",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",6.96,6.96,,,883cf10ea3fffff,883cf10ce1fffff,23.798714458563694,90.35326159654097,23.76155438552596,90.35566136491687
Mirpur 1,"23.799924575462516, 90.35540223205751",Mohammadpur,"23.7663733521534, 90.35838993349377",6.56,6.56,,,883cf10ea3fffff,883cf10cebfffff,23.798714458563694,90.35326159654097,23.768818065694155,90.36091744346868
Mirpur 1,"23.799924575462516, 90.35540223205751",Monipuripara,"23.761551705506246, 90.38597592588681",7.25,7.27,,,883cf10ea3fffff,883cf10c87fffff,23.798714458563694,90.35326159654097,23.760705189009908,90.38434162607795
Mirpur 1,"23.799924575462516, 90.35540223205751",Motijheel,"23.73295803071134, 90.41707926909248",12.52,12.52,,,883cf10ea3fffff,883cf17657fffff,23.798714458563694,90.35326159654097,23.72993788598881,90.42067468476998
Mirpur 1,"23.799924575462516, 90.35540223205751",Nabinagar Housing,"23.75914645303138, 90.34560142302898",6.64,6.64,,,883cf10ea3fffff,883cf10cedfffff,23.798714458563694,90.35326159654097,23.76183625547636,90.34610184166168
Mirpur 1,"23.799924575462516, 90.35540223205751",Nakhalpara,"23.770702222003415, 90.39587895540527",8.41,8.41,,,883cf10ea3fffff,883cf10c95fffff,23.798714458563694,90.35326159654097,23.76768382991121,90.39915993441795
Mirpur 1,"23.799924575462516, 90.35540223205751",Naya Paltan,"23.73459027801036, 90.41371487931436",12.86,12.86,,,883cf10ea3fffff,883cf17651fffff,23.798714458563694,90.35326159654097,23.737488501811153,90.41637205477298
Mirpur 1,"23.799924575462516, 90.35540223205751",New market,"23.733306698256296, 90.38374538295768",10.28,10.28,,,883cf10ea3fffff,883cf1764dfffff,23.798714458563694,90.35326159654097,23.731080182872354,90.38243448248184
Mirpur 1,"23.799924575462516, 90.35540223205751",Niketan,"23.773793555853857, 90.41078375783205",11.03,11.03,,,883cf10ea3fffff,883cf10c93fffff,23.798714458563694,90.35326159654097,23.774660976459952,90.41397966107493
Mirpur 1,"23.799924575462516, 90.35540223205751",Nikunja 2,"23.83279861213574, 90.4167626340228",11.98,11.98,,,883cf10ea3fffff,883cf13b55fffff,23.798714458563694,90.35326159654097,23.833883976460818,90.41780164148742
Mirpur 1,"23.799924575462516, 90.35540223205751",Noor jahan Road,"23.760621916497936, 90.36176280206402",7.12,6.25,,,883cf10ea3fffff,883cf10ce3fffff,23.798714458563694,90.35326159654097,23.761271917822455,90.36522117041785
Mirpur 1,"23.799924575462516, 90.35540223205751",North South University,"23.815277538796973, 90.42547076424017",13.88,13.88,,,883cf10ea3fffff,883cf13b03fffff,23.798714458563694,90.35326159654097,23.81879577278778,90.42640952294214
Mirpur 1,"23.799924575462516, 90.35540223205751",Notun Bazar,"23.79749348795045, 90.4237139801499",10.36,10.36,,,883cf10ea3fffff,883cf13b23fffff,23.798714458563694,90.35326159654097,23.796730371644948,90.42019406381806
Mirpur 1,"23.799924575462516, 90.35540223205751",Nurer Chala,"23.79698754317488, 90.43246902253573",11.74,11.74,,,883cf10ea3fffff,883cf13b35fffff,23.798714458563694,90.35326159654097,23.796444535661955,90.42975696424344
Mirpur 1,"23.799924575462516, 90.35540223205751",Rayer bazar,"23.743521887504897, 90.36167622278728",8.67,8.67,,,883cf10ea3fffff,883cf10cadfffff,23.798714458563694,90.35326159654097,23.746460753147243,90.36426856769404
Mirpur 1,"23.799924575462516, 90.35540223205751",Satrasta,"23.75768943973771, 90.39889324889458",8.87,8.87,,,883cf10ea3fffff,883cf10cbbfffff,23.798714458563694,90.35326159654097,23.760136068747535,90.40346320448253
Mirpur 1,"23.799924575462516, 90.35540223205751",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",15.46,15.46,,,883cf10ea3fffff,883cf17615fffff,23.798714458563694,90.35326159654097,23.71483451582931,90.42927946437668
Mirpur 1,"23.799924575462516, 90.35540223205751",Science Lab,"23.739527493939022, 90.38380909504045",8.9,8.9,,,883cf10ea3fffff,883cf17649fffff,23.798714458563694,90.35326159654097,23.73834491222074,90.3876911389497
Mirpur 1,"23.799924575462516, 90.35540223205751",Shahjadpur,"23.791699886032266, 90.42491413547074",11.01,11.01,,,883cf10ea3fffff,883cf13949fffff,23.798714458563694,90.35326159654097,23.789183856737147,90.42449751415508
Mirpur 1,"23.799924575462516, 90.35540223205751",Shankar,"23.750878640826883, 90.36846011026877",7.92,7.92,,,883cf10ea3fffff,883cf10ca9fffff,23.798714458563694,90.35326159654097,23.753725055313378,90.36952473783344
Mirpur 1,"23.799924575462516, 90.35540223205751",Shegunbagicha,"23.73366168283537, 90.40729600827689",11.58,11.58,,,883cf10ea3fffff,883cf1765dfffff,23.798714458563694,90.35326159654097,23.737774569388762,90.40681146990367
Mirpur 1,"23.799924575462516, 90.35540223205751",Shewrapara,"23.79094369753041, 90.37486012421229",4.17,4.17,,,883cf10ea3fffff,883cf10cddfffff,23.798714458563694,90.35326159654097,23.79060607175627,90.37668777785234
Mirpur 1,"23.799924575462516, 90.35540223205751",Shishu Hospital,"23.774720021541565, 90.3696989138121",4.47,4.47,,,883cf10ea3fffff,883cf10cc7fffff,23.798714458563694,90.35326159654097,23.77608124036896,90.36617387184424
Mirpur 1,"23.799924575462516, 90.35540223205751",Shoinik Club,"23.791356222216844, 90.39944605687872",5.97,5.97,,,883cf10ea3fffff,883cf10cd3fffff,23.798714458563694,90.35326159654097,23.790038981477807,90.39581083253796
Mirpur 1,"23.799924575462516, 90.35540223205751",Square Hospital,"23.75311200932124, 90.381378314238",7.86,7.86,,,883cf10ea3fffff,883cf10cabfffff,23.798714458563694,90.35326159654097,23.753441586408567,90.37908471110562
